global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,heater_label,heater_role,heater_port,mzi_id,arm_index,voltage_before,voltage_after,gradient,accepted,line_search_trials,lr_used
6,2,optimized,,0,0.005160956631064423,0.005139805676755152,MZI5_arm0,current_layer,11,5,0,3.404,3.405922039265818,-0.019220392658182647,True,1,0.1
6,2,optimized,,0,0.005139805676755152,0.005134403935794559,MZI5_arm1,current_layer,7,5,1,3.658,3.6576308130697086,0.00369186930291214,True,1,0.1
6,2,optimized,,0,0.005134403935794559,0.005134291739274397,MZI6_arm0,current_layer,12,6,0,3.497,3.4965976622046977,0.004023377953022569,True,1,0.1
6,2,optimized,,0,0.005134291739274397,0.005131828682578486,MZI6_arm1,current_layer,8,6,1,3.525,3.5252335060877735,-0.0023350608777367144,True,1,0.1
6,2,optimized,,0,0.005131828682578486,0.0049730282998565155,MZI1_arm0,previous_layer_compensation,65,1,0,4.694,4.689567002318787,0.044329976812128184,True,1,0.1
6,2,optimized,,0,0.0049730282998565155,0.004894480865648153,MZI2_arm0,previous_layer_compensation,67,2,0,4.427,4.430037866041766,-0.030378660417659967,True,1,0.1
6,2,optimized,,1,0.004872923480671964,0.004829048433062663,MZI5_arm0,current_layer,11,5,0,3.406,3.4078524324358384,-0.018524324358382773,True,1,0.1
6,2,optimized,,1,0.004829048433062663,0.004828103091344865,MZI6_arm0,current_layer,12,6,0,3.497,3.496806044150419,0.003879116991612046,True,2,0.05
6,2,optimized,,1,0.004828103091344865,0.004828020122660389,MZI5_arm1,current_layer,7,5,1,3.658,3.6579512436835095,0.0039005053192424114,True,4,0.0125
6,2,optimized,,1,0.004828020122660389,0.004828020122660389,MZI6_arm1,current_layer,8,6,1,3.525,3.525,-0.0027448351303026586,False,7,0.1
6,2,optimized,,1,0.004828020122660389,0.004681085183435129,MZI1_arm0,previous_layer_compensation,65,1,0,4.69,4.686026810312643,0.03973189687357314,True,1,0.1
6,2,optimized,,1,0.004681085183435129,0.00460135142094645,MZI2_arm0,previous_layer_compensation,67,2,0,4.43,4.432802742787218,-0.02802742787218741,True,1,0.1
6,2,optimized,,2,0.0045985876602932735,0.00458493845256637,MZI5_arm0,current_layer,11,5,0,3.408,3.4096772503671775,-0.016772503671777912,True,1,0.1
6,2,optimized,,2,0.00458493845256637,0.004558332827113464,MZI5_arm1,current_layer,7,5,1,3.658,3.657657733937751,0.003422660622491252,True,1,0.1
