dp,pow(uW)
0.000000000000,101.241300000000
0.001000000000,116.084900000000
0.002000000000,131.686800000000
0.003000000000,137.848500000000
0.004000000000,158.892000000000
0.005000000000,169.036200000000
0.006000000000,176.941000000000
0.007000000000,181.903000000000
0.008000000000,184.221200000000
0.009000000000,183.684800000000
0.010000000000,180.444500000000
0.011000000000,174.155400000000
0.012000000000,165.301800000000
0.013000000000,153.604100000000
0.014000000000,139.989800000000
0.015000000000,124.711900000000
0.016000000000,107.867500000000
0.017000000000,90.668920000000
0.018000000000,77.972060000000
0.019000000000,46.471400000000
0.020000000000,32.273020000000
0.021000000000,20.433390000000
0.022000000000,11.086140000000
0.023000000000,4.559651000000
0.024000000000,0.873509000000
0.025000000000,0.082386480000
0.026000000000,2.181476000000
0.027000000000,7.168745000000
0.028000000000,14.988480000000
0.029000000000,25.569020000000
0.030000000000,38.472510000000
0.031000000000,53.229620000000
0.032000000000,69.357050000000
0.033000000000,85.882760000000
0.034000000000,102.464300000000
0.035000000000,118.142900000000
0.036000000000,132.338300000000
0.037000000000,145.069000000000
0.038000000000,155.968700000000
0.039000000000,161.422200000000
0.040000000000,171.837600000000
0.041000000000,176.459000000000
0.042000000000,178.463800000000
0.043000000000,177.685000000000
0.044000000000,173.973600000000
0.045000000000,167.268700000000
0.046000000000,158.109300000000
0.047000000000,146.741600000000
0.048000000000,133.601800000000
0.049000000000,119.574100000000
