v,pow(uW),current(mA)
0.000000000000,4.362228000000,-0.030952795672
0.100000000000,4.440094000000,0.170536694354
0.200000000000,4.631866000000,0.367748938114
0.300000000000,4.963114000000,0.570684739565
0.400000000000,5.620027000000,0.770347382928
0.500000000000,6.533413000000,0.973283184379
0.600000000000,7.863670000000,1.172945827742
0.700000000000,9.728205000000,1.372608471106
0.800000000000,12.281640000000,1.575544272557
0.900000000000,15.691510000000,1.775206915920
1.000000000000,20.117850000000,1.974869559283
1.100000000000,25.744790000000,2.174532202646
1.200000000000,32.731720000000,2.374194846010
1.300000000000,41.243630000000,2.570584331285
1.400000000000,51.349940000000,2.770246974648
1.500000000000,63.291500000000,2.966636459924
1.600000000000,76.932720000000,3.166299103287
1.700000000000,92.357440000000,3.362688588562
1.800000000000,109.356200000000,3.559078073837
1.900000000000,127.964000000000,3.755467559113
2.000000000000,146.810200000000,3.948583886300
2.100000000000,167.340700000000,4.141700213488
2.200000000000,186.872600000000,4.334816540675
2.300000000000,206.650900000000,4.527932867862
2.400000000000,225.066700000000,4.721049195050
2.500000000000,241.279600000000,4.910892364149
2.600000000000,255.622900000000,5.100735533249
2.700000000000,265.727500000000,5.290578702348
2.800000000000,270.562700000000,5.480421871448
2.900000000000,269.709700000000,5.666991882459
3.000000000000,262.074300000000,5.856835051559
3.100000000000,248.300100000000,6.040131904482
3.200000000000,227.697300000000,6.229975073582
3.300000000000,201.391700000000,6.413271926505
3.400000000000,170.633200000000,6.596568779429
3.500000000000,137.493500000000,6.776592474265
3.600000000000,103.305000000000,6.959889327188
3.700000000000,70.327110000000,7.139913022024
3.800000000000,42.349970000000,7.319936716860
3.900000000000,19.897820000000,7.499960411695
4.000000000000,6.355463000000,7.676710948443
4.100000000000,3.749841000000,7.853461485191
4.200000000000,12.949950000000,8.030212021939
4.300000000000,33.700620000000,8.206962558687
4.400000000000,64.188300000000,8.380439937346
4.500000000000,102.376900000000,8.550644157918
4.600000000000,144.908200000000,8.724121536578
4.700000000000,187.981900000000,8.897598915238
4.800000000000,226.541400000000,9.067803135810
4.900000000000,255.118700000000,9.234734198294
5.000000000000,269.083300000000,9.404938418866
