dp,pow(uW)
0.000000000000,16.625990000000
0.001000000000,23.992740000000
0.002000000000,33.855140000000
0.003000000000,45.993630000000
0.004000000000,59.634940000000
0.005000000000,74.501800000000
0.006000000000,89.592170000000
0.007000000000,104.094000000000
0.008000000000,117.319800000000
0.009000000000,128.648400000000
0.010000000000,138.016500000000
0.011000000000,145.170100000000
0.012000000000,150.346200000000
0.013000000000,153.425100000000
0.014000000000,154.536900000000
0.015000000000,153.734300000000
0.016000000000,150.719200000000
0.017000000000,148.262400000000
0.018000000000,137.953600000000
0.019000000000,117.371500000000
0.020000000000,104.972000000000
0.021000000000,91.518750000000
0.022000000000,77.425250000000
0.023000000000,63.342250000000
0.024000000000,49.906510000000
0.025000000000,37.842400000000
0.026000000000,27.503820000000
0.027000000000,19.108900000000
0.028000000000,14.857810000000
0.029000000000,8.749979000000
0.030000000000,6.837358000000
0.031000000000,6.181569000000
0.032000000000,10.227940000000
0.033000000000,15.646800000000
0.034000000000,23.497880000000
0.035000000000,33.496310000000
0.036000000000,45.363370000000
0.037000000000,58.460500000000
0.038000000000,72.009800000000
0.039000000000,85.517900000000
0.040000000000,98.492260000000
0.041000000000,110.660300000000
0.042000000000,121.559700000000
0.043000000000,131.431700000000
0.044000000000,139.984100000000
0.045000000000,146.972400000000
0.046000000000,152.254600000000
0.047000000000,155.710700000000
0.048000000000,156.776600000000
0.049000000000,155.298800000000
