v,pow(uW),current(mA)
0.000000000000,194.797800000000,-0.050960718352
0.100000000000,195.183200000000,0.149331089663
0.200000000000,196.791600000000,0.344492467250
0.300000000000,199.888700000000,0.544155110613
0.400000000000,176.717700000000,0.743817753976
0.500000000000,209.213400000000,0.943480397340
0.600000000000,215.221800000000,1.143143040703
0.700000000000,222.967400000000,1.346078842154
0.800000000000,231.376200000000,1.542468327429
0.900000000000,208.363600000000,1.742130970793
1.000000000000,250.292000000000,1.941793614156
1.100000000000,260.528400000000,2.141456257519
1.200000000000,271.066000000000,2.337845742794
1.300000000000,281.659400000000,2.534235228070
1.400000000000,253.616300000000,2.733897871433
1.500000000000,261.924600000000,2.930287356708
1.600000000000,309.400400000000,3.126676841983
1.700000000000,315.509000000000,3.323066327259
1.800000000000,319.837600000000,3.516182654446
1.900000000000,321.357700000000,3.712572139722
2.000000000000,319.291700000000,3.905688466909
2.100000000000,313.270700000000,4.098804794096
2.200000000000,263.184000000000,4.291921121284
2.300000000000,290.562300000000,4.481764290383
2.400000000000,271.167500000000,4.671607459483
2.500000000000,248.130800000000,4.864723786670
2.600000000000,190.410900000000,5.051293797682
2.700000000000,191.379300000000,5.241136966781
2.800000000000,137.013300000000,5.430980135881
2.900000000000,125.664000000000,5.614276988804
3.000000000000,92.682650000000,5.800846999816
3.100000000000,62.226760000000,5.987417010827
3.200000000000,35.754590000000,6.170713863751
3.300000000000,13.892510000000,6.357283874762
3.400000000000,3.231823000000,6.537307569598
3.500000000000,0.612243500000,6.720604422522
3.600000000000,8.680903000000,6.900628117357
3.700000000000,27.691930000000,7.080651812193
3.800000000000,56.810410000000,7.260675507029
3.900000000000,94.350670000000,7.437426043777
4.000000000000,137.542000000000,7.614176580524
4.100000000000,183.793100000000,7.790927117272
4.200000000000,229.178600000000,7.964404495932
4.300000000000,270.143200000000,8.137881874592
4.400000000000,302.027700000000,8.314632411340
4.500000000000,277.644000000000,8.484836631912
4.600000000000,280.701400000000,8.658314010572
4.700000000000,309.133100000000,8.825245073056
4.800000000000,276.322700000000,8.995449293627
4.900000000000,229.685500000000,9.165653514199
5.000000000000,152.898800000000,9.332584576683
