dp,pow(uW)
0.000000000000,11.726850000000
0.001000000000,18.339370000000
0.002000000000,27.292660000000
0.003000000000,37.978310000000
0.004000000000,50.012980000000
0.005000000000,62.807510000000
0.006000000000,75.973300000000
0.007000000000,88.970180000000
0.008000000000,101.102700000000
0.009000000000,112.323200000000
0.010000000000,121.770400000000
0.011000000000,129.391700000000
0.012000000000,134.826700000000
0.013000000000,138.341500000000
0.014000000000,139.459900000000
0.015000000000,138.570700000000
0.016000000000,135.633000000000
0.017000000000,131.212700000000
0.018000000000,126.391000000000
0.019000000000,105.129400000000
0.020000000000,93.701940000000
0.021000000000,81.942250000000
0.022000000000,70.043530000000
0.023000000000,58.232200000000
0.024000000000,47.012520000000
0.025000000000,36.371110000000
0.026000000000,26.552610000000
0.027000000000,18.210120000000
0.028000000000,11.624590000000
0.029000000000,6.944264000000
0.030000000000,4.604474000000
0.031000000000,4.660430000000
0.032000000000,5.076961000000
0.033000000000,11.907450000000
0.034000000000,18.817020000000
0.035000000000,27.485710000000
0.036000000000,37.614880000000
0.037000000000,48.821930000000
0.038000000000,60.774700000000
0.039000000000,72.985760000000
0.040000000000,85.150170000000
0.041000000000,96.765620000000
0.042000000000,107.653100000000
0.043000000000,117.424200000000
0.044000000000,125.549100000000
0.045000000000,132.042000000000
0.046000000000,136.826400000000
0.047000000000,140.030900000000
0.048000000000,140.835000000000
0.049000000000,139.259700000000
