dp,pow(uW)
0.000000000000,0.643957000000
0.001000000000,3.208666000000
0.002000000000,8.090371000000
0.003000000000,15.184390000000
0.004000000000,24.069290000000
0.005000000000,34.463490000000
0.006000000000,40.138540000000
0.007000000000,58.255570000000
0.008000000000,70.360430000000
0.009000000000,82.444550000000
0.010000000000,94.233240000000
0.011000000000,104.792800000000
0.012000000000,114.583000000000
0.013000000000,122.948000000000
0.014000000000,129.765300000000
0.015000000000,134.391600000000
0.016000000000,136.090200000000
0.017000000000,134.625400000000
0.018000000000,130.523800000000
0.019000000000,126.104600000000
0.020000000000,116.011300000000
0.021000000000,105.780200000000
0.022000000000,94.133760000000
0.023000000000,81.707400000000
0.024000000000,68.904810000000
0.025000000000,56.215900000000
0.026000000000,43.849340000000
0.027000000000,32.691290000000
0.028000000000,22.653060000000
0.029000000000,14.214420000000
0.030000000000,10.640290000000
0.031000000000,2.824303000000
0.032000000000,0.392452500000
0.033000000000,0.284877600000
0.034000000000,2.510410000000
0.035000000000,6.959818000000
0.036000000000,13.308930000000
0.037000000000,21.332080000000
0.038000000000,30.876080000000
0.039000000000,41.319310000000
0.040000000000,52.603550000000
0.041000000000,64.402560000000
0.042000000000,76.347570000000
0.043000000000,88.243270000000
0.044000000000,99.727660000000
0.045000000000,110.137500000000
0.046000000000,119.185300000000
0.047000000000,126.557500000000
0.048000000000,131.692700000000
0.049000000000,134.489500000000
