dp,pow(uW)
0.000000000000,36.297460000000
0.001000000000,47.571440000000
0.002000000000,60.074760000000
0.003000000000,73.025880000000
0.004000000000,85.967150000000
0.005000000000,98.553490000000
0.006000000000,110.081800000000
0.007000000000,120.196300000000
0.008000000000,128.626100000000
0.009000000000,134.942000000000
0.010000000000,138.949100000000
0.011000000000,140.594800000000
0.012000000000,139.685600000000
0.013000000000,136.519700000000
0.014000000000,130.749800000000
0.015000000000,122.886500000000
0.016000000000,113.402600000000
0.017000000000,105.183200000000
0.018000000000,82.928180000000
0.019000000000,69.335590000000
0.020000000000,55.836220000000
0.021000000000,43.038740000000
0.022000000000,31.308270000000
0.023000000000,21.199010000000
0.024000000000,12.781770000000
0.025000000000,6.427581000000
0.026000000000,2.184474000000
0.027000000000,0.241790400000
0.028000000000,0.596155800000
0.029000000000,3.268389000000
0.030000000000,8.139088000000
0.031000000000,15.114810000000
0.032000000000,23.968490000000
0.033000000000,34.264030000000
0.034000000000,45.894630000000
0.035000000000,58.188060000000
0.036000000000,70.738370000000
0.037000000000,83.256380000000
0.038000000000,95.234190000000
0.039000000000,106.229200000000
0.040000000000,115.896000000000
0.041000000000,123.862300000000
0.042000000000,130.096200000000
0.043000000000,134.111100000000
0.044000000000,135.849300000000
0.045000000000,135.451500000000
0.046000000000,132.966400000000
0.047000000000,128.219600000000
0.048000000000,121.546700000000
0.049000000000,113.410500000000
