switch_mzi,port,feature_coefficient,upload_voltage,target_leak_power,p_on_leak,p_off_leak,scan_path
5,44,0.26,3.577,158.82005201535998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.27,3.568,156.67654774671996,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.28,3.56,154.53304347807997,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.29,3.551,152.38953920944,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.3,3.543,150.24603494079997,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.31,3.534,148.10253067216,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.32,3.526,145.95902640351997,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.33,3.517,143.81552213487998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.34,3.509,141.67201786623997,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.35000000000000003,3.501,139.52851359759995,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.36,3.492,137.38500932896,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.37,3.484,135.24150506031998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.38,3.476,133.09800079167997,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.39,3.468,130.95449652303998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.4,3.46,128.8109922544,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.41000000000000003,3.452,126.66748798575998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.42,3.444,124.52398371711999,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.43,3.436,122.38047944847999,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.44,3.427,120.23697517983997,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.45,3.419,118.09347091119997,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.46,3.411,115.94996664255997,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.47000000000000003,3.403,113.80646237391997,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.48,3.395,111.66295810527998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.49,3.386,109.51945383663998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.5,3.378,107.37594956799998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.51,3.37,105.23244529935998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.52,3.361,103.08894103071998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.53,3.353,100.94543676207998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.54,3.344,98.80193249343998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.55,3.336,96.65842822479998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.56,3.327,94.51492395615998,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.5700000000000001,3.319,92.37141968751997,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.58,3.31,90.22791541887999,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
5,44,0.59,3.302,88.08441115023999,0.20073613599999998,214.55116299999997,Scandata-backup-04\1Col\power_data\44.txt
