mzi_id,arm_index,arm_name,port,scan_stage,perturbed_heater,input_channel,output_channel,probe_axis_power_w,target_power_w,voltage_v,optical_power_uW,measured_power_w,baseline_probe_power_w
5,0,upper,11,perturb_7d,7d,2,2,-0.001000000000,0.021628452692,3.328000000000,140.734300000000,0.021629296336,0.022628452692
5,0,upper,11,perturb_7d,7d,2,2,-0.000750000000,0.021878452692,3.347000000000,143.018700000000,0.021876970455,0.022628452692
5,0,upper,11,perturb_7d,7d,2,2,-0.000500000000,0.022128452692,3.366000000000,144.445300000000,0.022126054554,0.022628452692
5,0,upper,11,perturb_7d,7d,2,2,-0.000250000000,0.022378452692,3.385000000000,146.042600000000,0.022376548633,0.022628452692
5,0,upper,11,perturb_7d,7d,2,2,0.000000000000,0.022628452692,3.404000000000,147.354700000000,0.022628452692,0.022628452692
5,0,upper,11,perturb_7d,7d,2,2,0.000250000000,0.022878452692,3.423000000000,148.576800000000,0.022881766731,0.022628452692
5,0,upper,11,perturb_7d,7d,2,2,0.000500000000,0.023128452692,3.441000000000,149.410500000000,0.023123049070,0.022628452692
5,0,upper,11,perturb_7d,7d,2,2,0.000750000000,0.023378452692,3.460000000000,150.260000000000,0.023379108860,0.022628452692
5,0,upper,11,perturb_7d,7d,2,2,0.001000000000,0.023628452692,3.478000000000,150.990900000000,0.023622992437,0.022628452692
