heater,P_current_w,delta_P_raw_w,delta_P_applied_w,P_next_w,R_ohm,port,V_next_v,clipped,warning
5u,0.02182344668496791,0.0030938894133943056,0.00042623605311701077,0.02224968273808492,512.0640000350635,11,3.375390576270377,False,
5d,0.04080201782235865,0.0006127877226591764,8.442196387951906e-05,0.04088643978623817,509.8400242919656,7,4.565692001638706,False,
6u,0.04366088223414037,0.008932259032489513,0.0012305710795429414,0.04489145331368331,514.1361980539365,12,4.804198281900209,False,
6d,0.033940755635247837,0.0007044164763879926,9.704538803046586e-05,0.0340378010232783,514.6538964400621,8,4.185413590421108,False,
7u,0.03894154056728112,-0.0005403879085689793,-7.444765423852279e-05,0.0388670929130426,511.3774400151507,13,4.458223241909576,False,
7d,0.04115020647931336,0.00057354260032105,7.901527869643571e-05,0.0412292217580098,511.5557342129538,9,4.592498754212938,False,
8u,0.055,0.014517258175459707,0.0,0.055,514.1317715531885,14,5.317635511712454,True,
8d,0.04903725905033831,7.714393783488769e-05,1.0627893628739615e-05,0.04904788694396705,513.6152391977142,10,5.019137593737402,False,
