heater,P_current_w,delta_P_raw_w,delta_P_applied_w,P_next_w,R_ohm,port,V_next_v,clipped,warning
5u,0.0312460942360806,-0.005910185712532887,-0.0002620120515711595,0.030984082184509442,512.0640000350635,11,3.9831938266691282,False,
5d,0.0378864429618386,0.007642030756010493,0.000338788703763776,0.03822523166560238,509.8400242919656,7,4.414606782144558,False,
6u,0.0341630895985996,0.008277445129876325,0.0003669580764014829,0.034530047675001084,514.1361980539365,12,4.213448401279672,False,
6d,0.0344552351058808,0.007190214760231565,0.0003187586671888412,0.03477399377306964,514.6538964400621,8,4.2304339482011475,False,
7u,0.0319011354891148,0.02255692315331442,0.0010000000000000009,0.0329011354891148,511.3774400151507,13,4.101816480538244,False,
7d,0.0369051185186029,0.012841354032695844,0.0005692865975299929,0.03747440511613289,511.5557342129538,9,4.378384042472408,False,
8u,0.0311204264845646,-0.021342334546212486,-0.0009461545088021682,0.03017427197576243,514.1317715531885,14,3.9387246547869363,False,
8d,0.0376250829905009,0.003683504449743371,0.00016329817789010465,0.037788381168391005,513.6152391977142,10,4.405529302217561,False,
