mzi_id,layer,arm_index,port,base_voltage,base_phase,target_phase,folded_target_phase,phase_wrap_cycles,voltage_wrap_cycles,total_wrap_cycles,canonical_phase_offset,phase_offset,canonical_voltage,initial_voltage,mode
15,4,0,21,3.678,3.141592653589793,8.010350400023503e-17,8.010350400023503e-17,0,0,0,-3.141592653589793,-3.141592653589793,2.1566413596097354,2.1566413596097354,inter_cali_pair_pi0_prebiased
15,4,1,17,3.732,0.0,0.0,0.0,0,0,0,0.0,0.0,3.732,3.732,inter_cali_pair_pi0_prebiased
16,4,0,22,5.086,3.141592653589793,3.141592653589793,3.141592653589793,0,0,0,0.0,0.0,5.086,5.086,inter_cali_pair_pi0_prebiased
16,4,1,18,3.21,0.0,0.0,0.0,0,0,0,0.0,0.0,3.21,3.21,inter_cali_pair_pi0_prebiased
17,5,0,84,4.004,3.141592653589793,3.611152944690424,3.611152944690424,0,0,0,0.4695602911006307,0.4695602911006307,4.165865028444456,4.165865028444456,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
17,5,1,80,0.0,0.0,0.4695602911006307,0.4695602911006307,0,0,0,0.4695602911006307,0.4695602911006307,1.1530472165456032,1.1530472165456032,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
18,5,0,83,3.623,3.141592653589793,4.672193907304139,4.672193907304139,0,0,0,1.5306012537143463,1.5306012537143463,4.179172362864793,4.179172362864793,inter_cali_pair_pi0_prebiased
18,5,1,79,3.574,0.0,3.441234489963364,3.441234489963364,0,0,0,3.441234489963364,3.441234489963364,4.7504689342846635,4.7504689342846635,inter_cali_pair_pi0_prebiased
19,5,0,82,3.458,3.141592653589793,1.5306012537143465,1.5306012537143465,0,0,0,-1.6109913998754466,-1.6109913998754466,2.7187732957457835,2.7187732957457835,inter_cali_pair_pi0_prebiased
19,5,1,78,3.443,0.0,0.2996418363735715,0.2996418363735715,0,0,0,0.2996418363735715,0.2996418363735715,3.5661729546175405,3.5661729546175405,inter_cali_pair_pi0_prebiased
20,5,0,81,3.345,3.141592653589793,0.0,0.0,0,0,0,-3.141592653589793,-3.141592653589793,1.5166501945450335,1.5166501945450335,inter_cali_pair_pi0_prebiased
20,5,1,77,3.469,0.0,3.141592653589793,3.141592653589793,0,0,0,3.141592653589793,3.141592653589793,4.584992033488804,4.584992033488804,inter_cali_pair_pi0_prebiased
21,6,0,27,3.371,3.141592653589793,3.0118692719432834,3.0118692719432834,0,0,0,-0.12972338164650976,-0.12972338164650976,3.3141963102030676,3.3141963102030676,inter_cali_pair_pi0_prebiased
21,6,1,23,3.725,0.0,-0.12972338164650976,6.153461925533076,1,-1,0,6.153461925533076,-0.1297233816465102,5.67234668640399,3.672851519532145,inter_cali_pair_pi0_prebiased
22,6,0,28,5.183,3.141592653589793,-2.4859178718388546,3.7972674353407316,1,0,1,0.6556747817509385,0.6556747817509385,5.366562109462168,5.366562109462168,inter_cali_pair_pi0_prebiased
22,6,1,24,3.404,0.0,-2.485917871838855,3.797267435340731,1,0,1,3.797267435340731,3.797267435340731,4.764318182760585,4.764318182760585,inter_cali_pair_pi0_prebiased
23,6,0,29,4.904,3.141592653589793,8.032317087517525e-32,8.032317087517525e-32,0,0,0,-3.141592653589793,-3.141592653589793,3.905463987922612,3.905463987922612,inter_cali_pair_pi0_prebiased
23,6,1,25,5.038,0.0,0.0,0.0,0,0,0,0.0,0.0,5.038,5.038,inter_cali_pair_pi0_prebiased
24,6,0,26,4.582,3.141592653589793,3.141592653589793,3.141592653589793,0,0,0,0.0,0.0,4.582,4.582,inter_cali_pair_pi0_prebiased
24,6,1,30,4.693,0.0,0.0,0.0,0,0,0,0.0,0.0,4.693,4.693,inter_cali_pair_pi0_prebiased
25,7,0,100,3.921,3.141592653589793,2.1862760354652835,2.1862760354652835,0,0,0,-0.9553166181245096,-0.9553166181245096,3.580978878309244,3.580978878309244,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
25,7,1,104,0.0,0.0,-0.9553166181245096,5.327868689055077,1,0,1,5.327868689055077,5.327868689055077,3.8533812466164385,3.8533812466164385,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
26,7,0,99,4.165,3.141592653589793,5.327868689055077,5.327868689055077,0,0,0,2.1862760354652835,2.1862760354652835,4.852161574423832,4.852161574423832,inter_cali_pair_pi0_prebiased
26,7,1,103,4.198,0.0,2.1862760354652835,2.1862760354652835,0,0,0,2.1862760354652835,2.1862760354652835,4.883637559922737,4.883637559922737,inter_cali_pair_pi0_prebiased
27,7,0,102,3.836,3.141592653589793,2.617993877991494,2.617993877991494,0,0,0,-0.5235987755982991,-0.5235987755982991,3.637656296281868,3.637656296281868,inter_cali_pair_pi0_prebiased
27,7,1,98,4.083,0.0,0.0,0.0,0,0,0,0.0,0.0,4.083,4.083,inter_cali_pair_pi0_prebiased
28,7,0,101,3.877,3.141592653589793,0.0,0.0,0,0,0,-3.141592653589793,-3.141592653589793,2.4784081912669467,2.4784081912669467,inter_cali_pair_pi0_prebiased
28,7,1,97,3.908,0.0,3.141592653589793,3.141592653589793,0,0,0,3.141592653589793,3.141592653589793,4.936218933522187,4.936218933522187,inter_cali_pair_pi0_prebiased
