theta,value_rad
theta5u,0.9071072935354598
theta5d,-0.3612484102529221
theta6u,-0.17123915769876996
theta6d,-0.1613883809982828
theta7u,0.19321455928129172
theta7d,-0.2814377455237116
theta8u,-0.2806326771955494
theta8d,0.5714530478046325
