theta,error_rad
theta5u,0.12854948548564815
theta5d,0.358074302544642
theta6u,0.7587481552707702
theta6d,-0.34571224958096813
theta7u,0.5996223905739511
theta7d,-0.027795817703947012
theta8u,-2.644457606832159
theta8d,-1.3454414217105564
