global_target_layer,current_layer,layer_status,skip_reason,start_loss,final_loss,iterations_completed,active_heater_labels,active_heater_ports
3,1,skipped,first_or_last_layer_bar_fixed,,,0,,
3,2,optimized,,0.008623548781230506,0.008097556736345341,2,MZI5_arm0;MZI5_arm1;MZI6_arm0;MZI6_arm1;MZI7_arm0;MZI7_arm1;MZI8_arm0;MZI8_arm1,11;7;12;8;13;9;14;10
3,3,optimized,,0.05411337344012941,0.16589497651490115,10,MZI9_arm0;MZI9_arm1;MZI10_arm0;MZI10_arm1;MZI11_arm0;MZI11_arm1;MZI12_arm0;MZI12_arm1,76;72;75;71;74;70;73;69
