theta,value_rad
theta5u,0.35158063621628743
theta5d,0.17643975565266823
theta6u,0.03221819705106421
theta6d,0.031084379088567093
theta7u,0.7388881377549548
theta7d,-0.7149829106249634
theta8u,-1.155307317088289
theta8d,1.5370164500068246
