input_channel,expected_output_channel,argmax_output_channel,diagonal_normalized_power,raw_total_power,identity_route_ok
1,1,1,0.4645005781402987,0.00016321762247,False
2,2,2,0.5283995124674612,0.00017102445757,True
3,3,5,0.2447638389283493,0.0001486626871,False
4,4,4,0.3839235692090735,0.00017237990920000002,False
5,5,7,0.32625598160728037,0.0001355248409,False
6,6,6,0.44689558212024666,0.00013991852348,False
7,7,7,0.4098304207426038,0.0001001714317,False
8,8,8,0.8929523070700444,9.129698121e-05,True
