mzi_id,scan_type,neighbor_outlier_enabled,outlier_detection_mode,sigma_reference_mode,bmzi,relative_sigma_link,global_delta_Sigma,scan_file,point_count,outlier_count,outlier_indices,outlier_values,rmse_uW,amplitude_uW,visibility_ratio,phase_rad,phase_jump,fit_quality_ok,recommended_action
5,delta,True,neighbor_and_residual,chained_bmzi,0,0.5458588832825377,0.5458588832825377,results\ColumnPhaseOptimize\run_20260602_155502\iter_000\current_theta_measurement\delta_current\obs5_probe.txt,9,0,[],[],0.06407493677438536,47.34684217357287,0.5665080609243229,2.5020003553833385,False,True,ok
5,sigma,False,residual_only,chained_bmzi,0,0.5458588832825377,0.5458588832825377,results\ColumnPhaseOptimize\run_20260602_155502\iter_000\current_theta_measurement\sigma_current\obs5_inter_scan.txt,9,0,[],[],2.3646862490731646,63.05687279679858,0.8000008025486698,0.28579156876009204,False,True,ok
6,delta,True,neighbor_and_residual,chained_bmzi,5,-0.8784864219795905,-0.33262753869705275,results\ColumnPhaseOptimize\run_20260602_155502\iter_000\current_theta_measurement\delta_current\obs6_probe.txt,9,0,[],[],0.024980838023474235,10.102970345301548,0.18808840764761375,1.3521103974880742,False,True,rescan_delta
6,sigma,False,residual_only,chained_bmzi,5,-0.8784864219795905,-0.33262753869705275,results\ColumnPhaseOptimize\run_20260602_155502\iter_000\current_theta_measurement\sigma_current\obs6_inter_scan.txt,9,0,[],[],27.63650409915853,39.19371105757223,0.5501980792465582,-0.16653652308789413,False,True,ok
7,delta,True,neighbor_and_residual,chained_bmzi,6,0.37257997758162453,0.039952438884571784,results\ColumnPhaseOptimize\run_20260602_155502\iter_000\current_theta_measurement\delta_current\obs7_probe.txt,9,0,[],[],0.029904993569189593,42.58223519723366,0.7757305218102586,1.8356406439508888,False,True,ok
7,sigma,False,residual_only,chained_bmzi,6,0.37257997758162453,0.039952438884571784,results\ColumnPhaseOptimize\run_20260602_155502\iter_000\current_theta_measurement\sigma_current\obs7_inter_scan.txt,9,0,[],[],0.1539383208179329,5.450247853771209,0.08176054879190064,0.42670539817660114,False,True,rescan_sigma
8,delta,True,neighbor_and_residual,chained_bmzi,7,0.38202292509434876,0.42197536397892055,results\ColumnPhaseOptimize\run_20260602_155502\iter_000\current_theta_measurement\delta_current\obs8_probe.txt,9,0,[],[],0.04658141554232341,38.63671397896751,0.8880563186923547,0.8709579866813444,False,True,ok
8,sigma,False,residual_only,chained_bmzi,7,0.38202292509434876,0.42197536397892055,results\ColumnPhaseOptimize\run_20260602_155502\iter_000\current_theta_measurement\sigma_current\obs8_inter_scan.txt,9,0,[],[],0.05535648497928363,2.0426575111108267,0.028424326994129667,1.18600356563352,False,True,rescan_sigma
