phase(rad),pow(uW),v_up,v_down,p_up,p_down
0.000000000000,62.865990000000,4.131000000000,0.000000000000,0.033326226797,0.000000000000
0.100000000000,56.583980000000,4.165000000000,0.535000000000,0.033877064193,0.000557464446
0.200000000000,49.729970000000,4.199000000000,0.756000000000,0.034432416649,0.001113148744
0.300000000000,43.064730000000,4.232000000000,0.926000000000,0.034975753028,0.001670058111
0.400000000000,36.551620000000,4.266000000000,1.070000000000,0.035540002810,0.002229857782
0.500000000000,30.400360000000,4.299000000000,1.196000000000,0.036091974829,0.002785941348
0.600000000000,24.641240000000,4.332000000000,1.310000000000,0.036648200222,0.003342352118
0.700000000000,19.446430000000,4.364000000000,1.415000000000,0.037191632293,0.003899621799
0.800000000000,14.782620000000,4.396000000000,1.513000000000,0.037739063864,0.004458486601
0.900000000000,10.606750000000,4.429000000000,1.605000000000,0.038307791602,0.005017180010
1.000000000000,7.197629000000,4.460000000000,1.691000000000,0.038845925507,0.005569251429
1.100000000000,4.369359000000,4.492000000000,1.774000000000,0.039405355578,0.006129384147
1.200000000000,2.254539000000,4.523000000000,1.853000000000,0.039951117436,0.006687448467
1.300000000000,0.832310200000,4.554000000000,1.929000000000,0.040500632731,0.007247263719
1.400000000000,0.126982200000,4.585000000000,2.001000000000,0.041053901463,0.007798369106
1.500000000000,0.135441200000,4.616000000000,2.072000000000,0.041610923632,0.008361594683
1.600000000000,0.874899900000,4.647000000000,2.140000000000,0.042171699238,0.008919431129
1.700000000000,2.299941000000,4.677000000000,2.205000000000,0.042717959080,0.009469494526
1.800000000000,4.407414000000,4.707000000000,2.269000000000,0.043267734108,0.010027175160
1.900000000000,7.208472000000,4.737000000000,2.332000000000,0.043821024322,0.010591725135
2.000000000000,10.651490000000,4.767000000000,2.392000000000,0.044377829721,0.011143765392
2.100000000000,14.680560000000,4.797000000000,2.451000000000,0.044938150306,0.011700279387
2.200000000000,19.245430000000,4.826000000000,2.509000000000,0.045483134918,0.012260577655
2.300000000000,24.324190000000,4.855000000000,2.565000000000,0.046031404274,0.012813989053
2.400000000000,29.724020000000,4.884000000000,2.620000000000,0.046582958377,0.013369408472
2.500000000000,35.642470000000,4.913000000000,2.674000000000,0.047137797225,0.013926193190
2.600000000000,41.811030000000,4.942000000000,2.727000000000,0.047695920819,0.014483712169
2.700000000000,48.157390000000,4.970000000000,2.779000000000,0.048237915570,0.015041346060
2.800000000000,54.812990000000,4.999000000000,2.830000000000,0.048802495388,0.015598487197
2.900000000000,61.525130000000,5.027000000000,2.880000000000,0.049350723734,0.016154539600
3.000000000000,68.073340000000,5.055000000000,2.930000000000,0.049902014198,0.016720330224
3.100000000000,74.826590000000,5.083000000000,2.978000000000,0.050456366779,0.017272650942
3.200000000000,81.387410000000,5.111000000000,3.026000000000,0.051013781477,0.017833946403
3.300000000000,87.673370000000,5.138000000000,3.073000000000,0.051554188535,0.018392244440
3.400000000000,93.940430000000,5.166000000000,3.119000000000,0.052117618107,0.018946995818
3.500000000000,99.839170000000,5.193000000000,3.164000000000,0.052663825221,0.019497662985
3.600000000000,105.435600000000,5.220000000000,3.209000000000,0.053212879636,0.020056218111
3.700000000000,110.623300000000,5.247000000000,3.254000000000,0.053764781352,0.020622661196
3.800000000000,115.508000000000,5.274000000000,3.297000000000,0.054319530367,0.021171298919
3.900000000000,120.017700000000,5.301000000000,3.340000000000,0.054877126684,0.021727139029
4.000000000000,124.419300000000,3.220000000000,3.383000000000,0.020248250217,0.022290181527
4.100000000000,127.961800000000,3.264000000000,3.425000000000,0.020805399324,0.022847083104
4.200000000000,131.183600000000,3.307000000000,3.466000000000,0.021357191678,0.023397352952
4.300000000000,133.539700000000,3.349000000000,3.507000000000,0.021903123436,0.023954170779
4.400000000000,135.381600000000,3.391000000000,3.548000000000,0.022455944958,0.024517536587
4.500000000000,136.640500000000,3.433000000000,3.588000000000,0.023015656245,0.025073472132
4.600000000000,137.044100000000,3.474000000000,3.627000000000,0.023568686725,0.025621509980
4.700000000000,137.090200000000,3.514000000000,3.667000000000,0.024114555991,0.026189754635
4.800000000000,136.346600000000,3.554000000000,3.705000000000,0.024666674477,0.026735359876
4.900000000000,134.870000000000,3.594000000000,3.744000000000,0.025225042180,0.027301171924
5.000000000000,132.746300000000,3.633000000000,3.782000000000,0.025775467518,0.027858174778
5.100000000000,130.161100000000,3.672000000000,3.820000000000,0.026331833519,0.028420802428
5.200000000000,127.944200000000,3.710000000000,3.857000000000,0.026879647855,0.028974028800
5.300000000000,123.113500000000,3.748000000000,3.894000000000,0.027433102110,0.029532587822
5.400000000000,118.907100000000,3.786000000000,3.930000000000,0.027992196286,0.030081169062
5.500000000000,113.894500000000,3.823000000000,3.967000000000,0.028541996702,0.030650249257
5.600000000000,108.685800000000,3.860000000000,4.002000000000,0.029097144105,0.031193476424
5.700000000000,103.045600000000,3.896000000000,4.038000000000,0.029642419696,0.031757202546
5.800000000000,96.826620000000,3.932000000000,4.073000000000,0.030192757153,0.032310109504
5.900000000000,90.300100000000,3.968000000000,4.108000000000,0.030748156478,0.032867788190
6.000000000000,83.557800000000,4.004000000000,4.143000000000,0.031308617671,0.033430238605
6.100000000000,76.709690000000,4.039000000000,4.177000000000,0.031858363406,0.033981188181
6.200000000000,69.841950000000,4.074000000000,4.211000000000,0.032412893699,0.034536640710
6.300000000000,62.840690000000,4.108000000000,4.245000000000,0.032956161728,0.035096596192
