mzi_id,arm_index,arm_name,port,scan_stage,perturbed_heater,input_channel,output_channel,probe_axis_power_w,target_power_w,voltage_v,optical_power_uW,measured_power_w,baseline_probe_power_w
6,0,upper,12,perturb_6u,6u,4,4,-0.001000000000,0.023785543687,3.497000000000,115.387400000000,0.023785543687,0.023785543687
6,0,upper,12,perturb_6u,6u,4,4,-0.000750000000,0.024035543687,3.515000000000,115.784100000000,0.024031035058,0.023785543687
6,0,upper,12,perturb_6u,6u,4,4,-0.000500000000,0.024285543687,3.534000000000,116.142900000000,0.024291532180,0.023785543687
6,0,upper,12,perturb_6u,6u,4,4,-0.000250000000,0.024535543687,3.552000000000,116.421700000000,0.024539614304,0.023785543687
6,0,upper,12,perturb_6u,6u,4,4,0.000000000000,0.024785543687,3.570000000000,116.556300000000,0.024788956794,0.023785543687
6,0,upper,12,perturb_6u,6u,4,4,0.000250000000,0.025035543687,3.588000000000,116.592800000000,0.025039559651,0.023785543687
6,0,upper,12,perturb_6u,6u,4,4,0.000500000000,0.025285543687,3.606000000000,116.729100000000,0.025291422874,0.023785543687
6,0,upper,12,perturb_6u,6u,4,4,0.000750000000,0.025535543687,3.623000000000,116.176600000000,0.025530450977,0.023785543687
6,0,upper,12,perturb_6u,6u,4,4,0.001000000000,0.025785543687,3.641000000000,115.993600000000,0.025784764913,0.023785543687
