theta,target_rad,iter010_start_theta_rad,iter010_start_error_rad_target_minus_current,abs_start_error_rad,iter010_after_update_measured_theta_rad,iter010_after_update_error_rad_target_minus_current,abs_after_update_error_rad
theta5u,1.0471975511965976,0.3981589383189838,0.6490386128776136,0.6490386128776136,0.241875844507911,0.8053217066886864,0.8053217066886864
theta5d,0.0,0.3717981604221201,-0.3717981604221201,0.3717981604221201,0.361551971743836,-0.361551971743836,0.361551971743836
theta6u,1.0471975511965976,0.4571982912439205,0.5899992599526769,0.5899992599526769,0.1432651670461799,0.9039323841504174,0.9039323841504174
theta6d,0.0,0.2972313738089314,-0.2972313738089314,0.2972313738089314,-0.3188825479197898,0.31888254791978987,0.31888254791978987
theta7u,1.0471975511965976,0.7480351793879958,0.2991623718086016,0.2991623718086016,0.6435424760379425,0.40365507515865495,0.40365507515865495
theta7d,0.0,0.5510443206748974,-0.5510443206748974,0.5510443206748974,-0.2236451073956926,0.22364510739569265,0.22364510739569265
theta8u,3.141592653589793,2.377640127995074,0.763952525594719,0.763952525594719,2.142804672637085,0.9987879809527076,0.9987879809527076
theta8d,0.0,0.4494180692404312,-0.4494180692404312,0.4494180692404312,-0.0376452853216924,0.03764528532169242,0.03764528532169242
