heater,P_current_w,delta_P_raw_w,delta_P_applied_w,P_next_w,R_ohm,port,V_next_v,clipped,warning
5u,0.022478219475159822,0.0011559453080339608,0.00018732538173265104,0.022665544856892473,512.0640000350635,11,3.4067887463701827,False,
5d,0.0412865833514131,-0.0001710691900783509,-2.7722420006724702e-05,0.04125886093140638,509.8400242919656,7,4.586438559440981,False,
6u,0.055,0.01234157696455371,0.0,0.055,514.1361980539365,12,5.317658403185232,True,
6d,0.0351341242844767,-0.0004933242339429497,-7.994508892337354e-05,0.03505417919555333,514.6538964400621,8,4.247442749408129,False,
7u,0.043746028564265946,-0.003577838281408173,-0.0005798024501543209,0.043166226114111625,511.3774400151507,13,4.6983224884366495,False,
7d,0.04560829062652252,-0.0011936319970680374,-0.00019343265459451087,0.045414857971928006,511.5557342129538,9,4.819982470300763,False,
8u,0.054664236711523186,0.012316043661824557,0.0003357632884768147,0.055,514.1317715531885,14,5.317635511712454,True,
8d,0.05318899143398837,0.007114312492529392,0.001152901693675358,0.05434189312766373,513.6152391977142,10,5.283069603669975,False,
