input_channel,expected_output_channel,argmax_output_channel,diagonal_normalized_power,raw_total_power,identity_route_ok
1,1,1,0.4634988302511755,0.00016205514468999998,False
2,2,2,0.527507792406012,0.00017071188577,True
3,3,5,0.24359834308564923,0.00014897071769999997,False
4,4,4,0.38232600676007034,0.0001719246895,False
5,5,7,0.3265041662904063,0.0001357692323,False
6,6,6,0.44807068762965413,0.00014054864944,False
7,7,7,0.4103474234953774,0.00010057189990000001,False
8,8,8,0.8928979502636359,9.135662140999999e-05,True
