iter,max_abs_theta_error_rad,norm_theta_error,model_output_rmse,model_output_mae,model_output_max_abs,measured_output_rmse,measured_output_mae,measured_output_max_abs,alpha_used,lambda_reg,line_search_metric,step_scale,num_clipped,num_voltage_clipped,allow_hardware_update,theta_source,current_theta_measurement_dir,prediction_consistency_ok,prediction_inconsistent_mzi_ids,prediction_inconsistent_parts,current_theta_warnings,scan_profile,delta_points,sigma_points,estimated_points,estimated_measure_time_s,actual_measure_time_s,theta_converged,output_converged,convergence_mode,converged,warning
0,1.9862853365015045,2.908636703034852,0.0995574256415915,0.04352659700360795,0.24999967861424177,,,,,0.0001,theta,,,,False,measured_auto,Scandata\current_theta_measurement,,[],[],"[""MZI 5: Sigma too many outliers, fit unreliable"", ""MZI 6: Delta low visibility; Sigma too many outliers, fit unreliable"", ""MZI 7: Sigma too many outliers, fit unreliable; Sigma low visibility"", ""MZI 8: Delta phase jump may be too large; Sigma too many outliers, fit unreliable; Sigma low visibility""]",fast,20,20,40,260.0,0.0,False,False,theta_only,False,current_theta_summary allow_hardware_update=false
