local_sample_row,sample_index,converged,iterations_executed,final_loss_mae,final_loss_mse,final_max_abs_ratio_error,final_output_power_sum,initial_loss_mae,final_learning_rate,target_ratio_0,target_ratio_1,target_ratio_2,target_ratio_3,target_ratio_4,target_ratio_5,target_ratio_6,target_ratio_7,final_ratio_0,final_ratio_1,final_ratio_2,final_ratio_3,final_ratio_4,final_ratio_5,final_ratio_6,final_ratio_7,ratio_error_0,ratio_error_1,ratio_error_2,ratio_error_3,ratio_error_4,ratio_error_5,ratio_error_6,ratio_error_7,initial_coefficient_0,initial_coefficient_1,initial_coefficient_2,initial_coefficient_3,initial_coefficient_4,initial_coefficient_5,initial_coefficient_6,initial_coefficient_7,optimized_coefficient_0,optimized_coefficient_1,optimized_coefficient_2,optimized_coefficient_3,optimized_coefficient_4,optimized_coefficient_5,optimized_coefficient_6,optimized_coefficient_7,initial_voltage_0,initial_voltage_1,initial_voltage_2,initial_voltage_3,initial_voltage_4,initial_voltage_5,initial_voltage_6,initial_voltage_7,final_voltage_0,final_voltage_1,final_voltage_2,final_voltage_3,final_voltage_4,final_voltage_5,final_voltage_6,final_voltage_7,final_output_power_0,final_output_power_1,final_output_power_2,final_output_power_3,final_output_power_4,final_output_power_5,final_output_power_6,final_output_power_7,target_total_power_uw,measured_total_power_uw,total_power_error_uw,final_output_power_mae_uw,final_output_power_max_abs_uw
0,475,True,3,0.014184333235294222,0.00020119530932987225,0.014184333235294222,0.00010052564939999999,1.0741244007352941,0.40516875,0.0,0.0,0.0,0.8235294117647057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.837713745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014184333235294222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235294117647057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33848086909746294,0.0,0.0,0.0,0.0,4.318,4.261,4.164,3.559,3.977,4.329,3.995,4.294,4.318,4.261,4.164,3.833,3.977,4.329,3.995,4.294,2.321772e-07,9.170983e-07,1.527774e-06,9.414669e-05,1.560036e-06,5.793659e-07,7.349904e-07,8.275176e-07,98.82352941176468,100.52564939999999,1.7021199882353102,1.7021199882353102,1.7021199882353102
