heater,power_w
5u,0.03722289319083342
5d,0.03798162499665988
6u,0.03973057202121414
6d,0.03641051084801347
7u,0.03555150300580675
7d,0.03931581882326548
8u,0.025120426484564598
8d,0.038533041183742095
