heater,power_w
5u,0.03921515950908436
5d,0.038013352341600304
6u,0.04158639949541899
6d,0.03706226942872436
7u,0.0367682921780374
7d,0.04011938559148634
8u,0.023120426484564596
8d,0.03883569391482249
