heater,power_w
5u,0.03523062687258248
5d,0.03794989765171945
6u,0.037874744547009294
6d,0.03575875226730258
7u,0.0343347138335761
7d,0.03851225205504462
8u,0.0271204264845646
8d,0.0382303884526617
