v,pow(uW),current(mA),R(Ohm)
0.000000000000,174.615200000000,-0.030672611803,509.331946935180
0.100000000000,174.903600000000,0.169176217934,509.331946935180
0.200000000000,175.033900000000,0.367749515922,509.331946935180
0.300000000000,174.947300000000,0.567412159286,509.331946935180
0.400000000000,174.683700000000,0.770347960737,509.331946935180
0.500000000000,174.573100000000,0.970010604100,509.331946935180
0.600000000000,174.074900000000,1.169673247463,509.331946935180
0.700000000000,173.719700000000,1.369335890826,509.331946935180
0.800000000000,172.477200000000,1.568998534190,509.331946935180
0.900000000000,171.294100000000,1.768661177553,509.331946935180
1.000000000000,169.291300000000,1.968323820916,509.331946935180
1.100000000000,166.923600000000,2.167986464279,509.331946935180
1.200000000000,163.619400000000,2.364375949555,509.331946935180
1.300000000000,159.485000000000,2.564038592918,509.331946935180
1.400000000000,154.411600000000,2.760428078193,509.331946935180
1.500000000000,148.266600000000,2.956817563469,509.331946935180
1.600000000000,141.160500000000,3.153207048744,509.331946935180
1.700000000000,132.900300000000,3.349596534019,509.331946935180
1.800000000000,123.331100000000,3.545986019295,509.331946935180
1.900000000000,112.730900000000,3.739102346482,509.331946935180
2.000000000000,100.752500000000,3.932218673669,509.331946935180
2.100000000000,87.848870000000,4.128608158945,509.331946935180
2.200000000000,74.242580000000,4.321724486132,509.331946935180
2.300000000000,59.972660000000,4.511567655231,509.331946935180
2.400000000000,45.929130000000,4.701410824331,509.331946935180
2.500000000000,32.378820000000,4.894527151518,509.331946935180
2.600000000000,20.363600000000,5.084370320618,509.331946935180
2.700000000000,10.514720000000,5.270940331629,509.331946935180
2.800000000000,3.623876000000,5.460783500729,509.331946935180
2.900000000000,0.272540100000,5.647353511740,509.331946935180
3.000000000000,0.819751400000,5.833923522752,509.331946935180
3.100000000000,5.417755000000,6.017220375676,509.331946935180
3.200000000000,13.993500000000,6.203790386687,509.331946935180
3.300000000000,26.316130000000,6.387087239611,509.331946935180
3.400000000000,41.972010000000,6.570384092534,509.331946935180
3.500000000000,60.453630000000,6.753680945458,509.331946935180
3.600000000000,81.035040000000,6.933704640294,509.331946935180
3.700000000000,102.852500000000,7.113728335129,509.331946935180
3.800000000000,124.231000000000,7.293752029965,509.331946935180
3.900000000000,143.835000000000,7.470502566713,509.331946935180
4.000000000000,159.418600000000,7.647253103461,509.331946935180
4.100000000000,169.356500000000,7.824003640208,509.331946935180
4.200000000000,172.656800000000,8.000754176956,509.331946935180
4.300000000000,168.220500000000,8.174231555616,509.331946935180
4.400000000000,156.298700000000,8.347708934276,509.331946935180
4.500000000000,137.216800000000,8.521186312936,509.331946935180
4.600000000000,112.176400000000,8.691390533508,509.331946935180
4.700000000000,83.592660000000,8.861594754080,509.331946935180
4.800000000000,54.776680000000,9.031798974652,509.331946935180
4.900000000000,29.359430000000,9.202003195224,509.331946935180
5.000000000000,10.712050000000,9.368934257708,509.331946935180
