v,pow(uW),current(mA),R(Ohm)
0.000000000000,185.484500000000,-0.030055339878,512.751021807992
0.100000000000,184.878100000000,0.169375121486,512.751021807992
0.200000000000,185.300900000000,0.364477525090,512.751021807992
0.300000000000,185.285600000000,0.564140168453,512.751021807992
0.400000000000,185.874000000000,0.763802811816,512.751021807992
0.500000000000,186.369400000000,0.963465455179,512.751021807992
0.600000000000,187.182000000000,1.159854940455,512.751021807992
0.700000000000,187.627700000000,1.362790741906,512.751021807992
0.800000000000,188.355900000000,1.559180227181,512.751021807992
0.900000000000,188.770900000000,1.755569712456,512.751021807992
1.000000000000,188.409600000000,1.755569712456,512.751021807992
1.100000000000,188.457900000000,2.151621841095,512.751021807992
1.200000000000,187.721700000000,2.348011326370,512.751021807992
1.300000000000,185.855300000000,2.544400811645,512.751021807992
1.400000000000,183.348200000000,2.740790296921,512.751021807992
1.500000000000,179.765200000000,2.937179782196,512.751021807992
1.600000000000,174.692000000000,3.133569267471,512.751021807992
1.700000000000,168.818200000000,3.326685594659,512.751021807992
1.800000000000,161.014500000000,3.519801921846,512.751021807992
1.900000000000,152.041100000000,3.716191407122,512.751021807992
2.000000000000,141.054100000000,3.909307734309,512.751021807992
2.100000000000,128.627700000000,4.099150903408,512.751021807992
2.200000000000,114.386200000000,4.292267230596,512.751021807992
2.300000000000,98.637790000000,4.482110399695,512.751021807992
2.400000000000,82.157540000000,4.671953568795,512.751021807992
2.500000000000,64.963430000000,4.861796737894,512.751021807992
2.600000000000,48.046980000000,5.048366748906,512.751021807992
2.700000000000,32.224660000000,5.238209918005,512.751021807992
2.800000000000,18.557270000000,5.424779929017,512.751021807992
2.900000000000,8.131408000000,5.611349940028,512.751021807992
3.000000000000,1.764093000000,5.797919951040,512.751021807992
3.100000000000,0.068524510000,5.981216803963,512.751021807992
3.200000000000,3.283729000000,6.164513656887,512.751021807992
3.300000000000,3.281320000000,6.164513656887,512.751021807992
3.400000000000,23.678700000000,6.527834204646,512.751021807992
3.500000000000,40.036500000000,6.711131057570,512.751021807992
3.600000000000,59.677270000000,6.891154752406,512.751021807992
3.700000000000,81.835390000000,7.067905289154,512.751021807992
3.800000000000,105.858900000000,7.247928983989,512.751021807992
3.900000000000,130.267400000000,7.424679520737,512.751021807992
4.000000000000,153.772400000000,7.601430057485,512.751021807992
4.100000000000,174.280000000000,7.774907436145,512.751021807992
4.200000000000,189.140600000000,7.951657972892,512.751021807992
4.300000000000,196.933100000000,8.125135351552,512.751021807992
4.400000000000,195.065900000000,8.298612730212,512.751021807992
4.500000000000,184.147100000000,8.468816950784,512.751021807992
4.600000000000,164.221300000000,8.639021171356,512.751021807992
4.700000000000,135.904900000000,8.809225391928,512.751021807992
4.800000000000,103.255500000000,8.979429612500,512.751021807992
4.900000000000,68.568730000000,9.146360674984,512.751021807992
5.000000000000,37.652650000000,9.313291737468,512.751021807992
