v,pow(uW),current(mA),R(Ohm)
0.000000000000,233.974400000000,-0.029570251242,508.820473760323
0.100000000000,234.347300000000,0.171427040697,508.820473760323
0.200000000000,235.164200000000,0.368746009000,508.820473760323
0.300000000000,235.889100000000,0.568408652364,508.820473760323
0.400000000000,237.257000000000,0.771344453815,508.820473760323
0.500000000000,239.039900000000,0.971007097178,508.820473760323
0.600000000000,240.119900000000,1.170669740541,508.820473760323
0.700000000000,241.921700000000,1.373605541992,508.820473760323
0.800000000000,243.428100000000,1.569995027268,508.820473760323
0.900000000000,244.087900000000,1.772930828719,508.820473760323
1.000000000000,244.771300000000,1.972593472082,508.820473760323
1.100000000000,244.744700000000,2.168982957357,508.820473760323
1.200000000000,243.539600000000,2.368645600721,508.820473760323
1.300000000000,241.088700000000,2.568308244084,508.820473760323
1.400000000000,237.514700000000,2.764697729359,508.820473760323
1.500000000000,232.632000000000,2.961087214634,508.820473760323
1.600000000000,224.867800000000,3.157476699910,508.820473760323
1.700000000000,215.876900000000,3.353866185185,508.820473760323
1.800000000000,204.784100000000,3.550255670460,508.820473760323
1.900000000000,191.335100000000,3.743371997648,508.820473760323
2.000000000000,175.260200000000,3.939761482923,508.820473760323
2.100000000000,157.506400000000,4.132877810111,508.820473760323
2.200000000000,137.462600000000,4.322720979210,508.820473760323
2.300000000000,116.377400000000,4.515837306397,508.820473760323
2.400000000000,94.269130000000,4.705680475497,508.820473760323
2.500000000000,72.254580000000,4.898796802684,508.820473760323
2.600000000000,51.364360000000,5.088639971784,508.820473760323
2.700000000000,32.905620000000,5.275209982795,508.820473760323
2.800000000000,17.794020000000,5.461779993807,508.820473760323
2.900000000000,7.017004000000,5.651623162906,508.820473760323
3.000000000000,1.113119000000,5.838193173918,508.820473760323
3.100000000000,0.448286200000,6.021490026841,508.820473760323
3.200000000000,5.250785000000,6.208060037853,508.820473760323
3.300000000000,15.659270000000,6.388083732689,508.820473760323
3.400000000000,31.904890000000,6.571380585612,508.820473760323
3.500000000000,53.984200000000,6.754677438536,508.820473760323
3.600000000000,81.559130000000,6.934701133372,508.820473760323
3.700000000000,113.428800000000,7.114724828207,508.820473760323
3.800000000000,147.722900000000,7.294748523043,508.820473760323
3.900000000000,181.361500000000,7.471499059791,508.820473760323
4.000000000000,209.740200000000,7.648249596539,508.820473760323
4.100000000000,229.621400000000,7.825000133286,508.820473760323
4.200000000000,239.927200000000,7.998477511946,508.820473760323
4.300000000000,238.666000000000,8.171954890606,508.820473760323
4.400000000000,225.937500000000,8.345432269266,508.820473760323
4.500000000000,203.240600000000,8.518909647926,508.820473760323
4.600000000000,171.587800000000,8.689113868498,508.820473760323
4.700000000000,133.290200000000,8.859318089070,508.820473760323
4.800000000000,133.351700000000,8.859318089070,508.820473760323
4.900000000000,55.111190000000,9.199726530214,508.820473760323
5.000000000000,25.523280000000,9.366657592698,508.820473760323
