v,pow(uW),current(mA),R(Ohm)
0.000000000000,205.459500000000,-0.026530094981,510.178962459727
0.100000000000,204.037800000000,0.173745306432,510.178962459727
0.200000000000,203.678300000000,0.373996097939,510.178962459727
0.300000000000,203.489100000000,0.563177350400,510.178962459727
0.400000000000,201.949700000000,0.766113151851,510.178962459727
0.500000000000,199.768500000000,0.965775795214,510.178962459727
0.600000000000,197.434600000000,1.165438438578,510.178962459727
0.700000000000,193.757100000000,1.365101081941,510.178962459727
0.800000000000,189.827700000000,1.564763725304,510.178962459727
0.900000000000,184.888300000000,1.761153210579,510.178962459727
1.000000000000,179.092200000000,1.960815853943,510.178962459727
1.100000000000,172.679100000000,2.160478497306,510.178962459727
1.200000000000,164.539000000000,2.360141140669,510.178962459727
1.300000000000,156.190000000000,2.556530625944,510.178962459727
1.400000000000,145.920200000000,2.752920111220,510.178962459727
1.500000000000,135.043100000000,2.949309596495,510.178962459727
1.600000000000,122.954200000000,3.148972239858,510.178962459727
1.700000000000,109.823900000000,3.342088567046,510.178962459727
1.800000000000,96.170440000000,3.538478052321,510.178962459727
1.900000000000,81.701970000000,3.734867537596,510.178962459727
2.000000000000,67.156270000000,3.927983864784,510.178962459727
2.100000000000,52.754230000000,4.121100191971,510.178962459727
2.200000000000,38.859840000000,4.310943361071,510.178962459727
2.300000000000,26.276580000000,4.504059688258,510.178962459727
2.400000000000,15.487950000000,4.697176015445,510.178962459727
2.500000000000,7.073083000000,4.887019184545,510.178962459727
2.600000000000,1.737090000000,5.076862353644,510.178962459727
2.700000000000,0.032469820000,5.266705522744,510.178962459727
2.800000000000,2.536474000000,5.453275533755,510.178962459727
2.900000000000,9.728915000000,5.639845544767,510.178962459727
3.000000000000,21.869760000000,5.826415555778,510.178962459727
3.100000000000,39.007190000000,6.012985566790,510.178962459727
3.200000000000,61.130720000000,6.199555577801,510.178962459727
3.300000000000,87.221420000000,6.382852430725,510.178962459727
3.400000000000,116.284000000000,6.566149283649,510.178962459727
3.500000000000,146.528300000000,6.746172978484,510.178962459727
3.600000000000,176.059900000000,6.929469831408,510.178962459727
3.700000000000,202.056100000000,7.109493526244,510.178962459727
3.800000000000,222.835400000000,7.289517221079,510.178962459727
3.900000000000,236.176600000000,7.466267757827,510.178962459727
4.000000000000,241.346400000000,7.646291452663,510.178962459727
4.100000000000,236.830600000000,7.819768831323,510.178962459727
4.200000000000,223.948500000000,7.996519368071,510.178962459727
4.300000000000,202.233800000000,8.173269904818,510.178962459727
4.400000000000,173.180900000000,8.346747283478,510.178962459727
4.500000000000,138.416900000000,8.520224662138,510.178962459727
4.600000000000,138.748700000000,8.516951504050,510.178962459727
4.700000000000,64.459170000000,8.860633103282,510.178962459727
4.800000000000,33.130710000000,9.030837323854,510.178962459727
4.900000000000,10.699610000000,9.201041544426,510.178962459727
5.000000000000,0.447451200000,9.371245764998,510.178962459727
