v,pow(uW),current(mA),R(Ohm)
0.000000000000,220.242800000000,-0.032736674121,509.662042148234
0.100000000000,220.617900000000,0.169121964469,509.662042148234
0.200000000000,220.608500000000,0.365842091768,509.662042148234
0.300000000000,220.949800000000,0.565504735131,509.662042148234
0.400000000000,221.173400000000,0.768440536582,509.662042148234
0.500000000000,221.863800000000,0.968103179945,509.662042148234
0.600000000000,221.787900000000,1.167765823309,509.662042148234
0.700000000000,222.031700000000,1.367428466672,509.662042148234
0.800000000000,221.523600000000,1.567091110035,509.662042148234
0.900000000000,220.747800000000,1.766753753398,509.662042148234
1.000000000000,218.758000000000,1.966416396762,509.662042148234
1.100000000000,216.305500000000,2.166079040125,509.662042148234
1.200000000000,212.742800000000,2.365741683488,509.662042148234
1.300000000000,207.758600000000,2.562131168763,509.662042148234
1.400000000000,201.436800000000,2.758520654039,509.662042148234
1.500000000000,194.035800000000,2.958183297402,509.662042148234
1.600000000000,184.365500000000,3.151299624589,509.662042148234
1.700000000000,173.086300000000,3.347689109865,509.662042148234
1.800000000000,160.023200000000,3.544078595140,509.662042148234
1.900000000000,145.710600000000,3.737194922327,509.662042148234
2.000000000000,129.622700000000,3.933584407603,509.662042148234
2.100000000000,112.427000000000,4.126700734790,509.662042148234
2.200000000000,94.580750000000,4.316543903890,509.662042148234
2.300000000000,76.297710000000,4.509660231077,509.662042148234
2.400000000000,58.400520000000,4.702776558264,509.662042148234
2.500000000000,41.569000000000,4.892619727364,509.662042148234
2.600000000000,26.484930000000,5.082462896463,509.662042148234
2.700000000000,14.118190000000,5.269032907475,509.662042148234
2.800000000000,5.200890000000,5.458876076574,509.662042148234
2.900000000000,0.554304100000,5.642172929498,509.662042148234
3.000000000000,0.765036400000,5.828742940509,509.662042148234
3.100000000000,6.246265000000,6.015312951521,509.662042148234
3.200000000000,17.227440000000,6.201882962533,509.662042148234
3.300000000000,33.545410000000,6.385179815456,509.662042148234
3.400000000000,54.724180000000,6.565203510292,509.662042148234
3.500000000000,80.390770000000,6.748500363215,509.662042148234
3.600000000000,109.273900000000,6.928524058051,509.662042148234
3.700000000000,139.764500000000,7.108547752887,509.662042148234
3.800000000000,170.177200000000,7.285298289635,509.662042148234
3.900000000000,197.102700000000,7.465321984470,509.662042148234
4.000000000000,217.956100000000,7.642072521218,509.662042148234
4.100000000000,229.670900000000,7.818823057966,509.662042148234
4.200000000000,230.144900000000,7.992300436626,509.662042148234
4.300000000000,220.249500000000,8.165777815286,509.662042148234
4.400000000000,199.785200000000,8.339255193946,509.662042148234
4.500000000000,172.099200000000,8.512732572605,509.662042148234
4.600000000000,138.677200000000,8.682936793177,509.662042148234
4.700000000000,102.789500000000,8.853141013749,509.662042148234
4.800000000000,67.206490000000,9.023345234321,509.662042148234
4.900000000000,35.536320000000,9.193549454893,509.662042148234
5.000000000000,12.157390000000,9.360480517377,509.662042148234
