global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,heater_label,heater_port,mzi_id,arm_index,voltage_before,voltage_after,gradient,accepted,line_search_trials,lr_used
9,2,optimized,,0,0.013371579251980655,0.013274006127352493,MZI5_arm0,11,5,0,3.342,3.3465478678644183,-0.04547867864418227,True,1,0.1
9,2,optimized,,0,0.013274006127352493,0.013140360537906523,MZI5_arm1,7,5,1,3.712,3.708046785508445,0.0395321449155506,True,1,0.1
9,2,optimized,,0,0.013140360537906523,0.013091324973707468,MZI6_arm0,12,6,0,3.321,3.3236664902977693,-0.026664902977690974,True,1,0.1
9,2,optimized,,0,0.013091324973707468,0.013091324973707468,MZI6_arm1,8,6,1,3.692,3.692,0.023476749491995883,False,7,0.1
9,2,optimized,,0,0.013091324973707468,0.013091324973707468,MZI7_arm0,13,7,0,3.051,3.051,0.009891886904382545,False,7,0.1
9,2,optimized,,0,0.013091324973707468,0.013091324973707468,MZI7_arm1,9,7,1,3.691,3.691,-0.011141015604353882,False,7,0.1
9,2,optimized,,0,0.013091324973707468,0.013091324973707468,MZI8_arm0,14,8,0,5.095,5.095,-0.0010168354586593447,False,7,0.1
9,2,optimized,,0,0.013091324973707468,0.013091324973707468,MZI8_arm1,10,8,1,3.166,3.166,-0.00023872559009830894,False,7,0.1
9,2,optimized,,1,0.013355517158704321,0.013212587891008007,MZI5_arm0,11,5,0,3.347,3.3511661999497533,-0.04166199949753279,True,1,0.1
9,2,optimized,,1,0.013212587891008007,0.013046010717903516,MZI5_arm1,7,5,1,3.708,3.7044691221026516,0.0353087789734846,True,1,0.1
9,2,optimized,,1,0.013046010717903516,0.013009904100430947,MZI6_arm0,12,6,0,3.324,3.3264656206023897,-0.024656206023898165,True,1,0.1
9,2,optimized,,1,0.013009904100430947,0.012926089184981164,MZI6_arm1,8,6,1,3.692,3.6898810098887815,0.021189901112187253,True,1,0.1
9,2,optimized,,1,0.012926089184981164,0.012926089184981164,MZI7_arm1,9,7,1,3.691,3.691,-0.010308916960067348,False,7,0.1
9,2,optimized,,1,0.012926089184981164,0.012926089184981164,MZI7_arm0,13,7,0,3.051,3.051,0.007518018898036579,False,7,0.1
9,2,optimized,,1,0.012926089184981164,0.012926089184981164,MZI8_arm0,14,8,0,5.095,5.095,-0.0007097469914929782,False,7,0.1
9,2,optimized,,1,0.012926089184981164,0.012926089184981164,MZI8_arm1,10,8,1,3.166,3.166,-0.0005798729668054706,False,7,0.1
9,2,optimized,,2,0.013052730239810283,0.01293780520068796,MZI5_arm0,11,5,0,3.351,3.3547509136683225,-0.03750913668322575,True,1,0.1
9,2,optimized,,2,0.01293780520068796,0.012793577058117863,MZI5_arm1,7,5,1,3.704,3.700899739951915,0.03100260048085033,True,1,0.1
9,2,optimized,,2,0.012793577058117863,0.012793577058117863,MZI6_arm0,12,6,0,3.326,3.326,-0.02124278402786406,False,7,0.1
9,2,optimized,,2,0.012793577058117863,0.012793577058117863,MZI6_arm1,8,6,1,3.69,3.69,0.021942432214561356,False,7,0.1
9,2,optimized,,2,0.012793577058117863,0.012793577058117863,MZI7_arm1,9,7,1,3.691,3.691,-0.008550166651094747,False,7,0.1
9,2,optimized,,2,0.012793577058117863,0.012793577058117863,MZI7_arm0,13,7,0,3.051,3.051,0.006483166095579264,False,7,0.1
9,2,optimized,,2,0.012793577058117863,0.012793577058117863,MZI8_arm0,14,8,0,5.095,5.095,-0.0004754000018044304,False,7,0.1
9,2,optimized,,2,0.012793577058117863,0.012793577058117863,MZI8_arm1,10,8,1,3.166,3.166,-0.0007851136774154621,False,7,0.1
9,2,optimized,,3,0.012890932649361291,0.012741862050638684,MZI5_arm0,11,5,0,3.355,3.3585221634600417,-0.03522163460041718,True,1,0.1
9,2,optimized,,3,0.012741862050638684,0.012688230022268479,MZI5_arm1,7,5,1,3.701,3.6981881360546383,0.028118639453620174,True,1,0.1
9,2,optimized,,3,0.012688230022268479,0.012646559412441213,MZI6_arm1,8,6,1,3.69,3.688072097288504,0.01927902711496069,True,1,0.1
9,2,optimized,,3,0.012646559412441213,0.012630655089808105,MZI6_arm0,12,6,0,3.326,3.3278827035700695,-0.018827035700692638,True,1,0.1
9,2,optimized,,3,0.012630655089808105,0.012598259127867144,MZI7_arm1,9,7,1,3.691,3.6917929682227224,-0.007929682227226927,True,1,0.1
9,2,optimized,,3,0.012598259127867144,0.012596293073583564,MZI7_arm0,13,7,0,3.051,3.050980978014337,0.006087035412152695,True,6,0.003125
