mzi_id,layer,arm_index,port,base_voltage,base_phase,target_phase,phase_offset,initial_voltage,mode
5,2,0,11,3.404,3.141592653589793,2.99564,-0.14595265358979326,3.3424061548729807,inter_cali_pair_pi0_prebiased
5,2,1,7,3.658,0.0,0.1418,0.1418,3.7123846388919874,inter_cali_pair_pi0_prebiased
6,2,0,12,3.497,3.141592653589793,2.71724,-0.42435265358979324,3.3211193654107665,inter_cali_pair_pi0_prebiased
6,2,1,8,3.525,0.0,0.42678,0.42678,3.6922003662794287,inter_cali_pair_pi0_prebiased
7,2,0,13,3.273,3.141592653589793,2.64578,-0.4958126535897933,3.0513268377538147,inter_cali_pair_pi0_prebiased
7,2,1,9,3.503,0.0,0.47548,0.47548,3.6914655548738162,inter_cali_pair_pi0_prebiased
8,2,0,14,5.095,3.141592653589793,3.14159,-2.6535897932333796e-06,5.094999262046237,inter_cali_pair_pi0_prebiased
8,2,1,10,3.166,0.0,0.0,0.0,3.166,inter_cali_pair_pi0_prebiased
9,3,0,76,4.133,3.141592653589793,2.36807,-0.7735226535897932,3.8588937490922004,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
9,3,1,72,0.0,0.0,0.75369,0.75369,1.4602004556927541,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
10,3,0,75,4.293,3.141592653589793,2.74625,-0.39534265358979326,4.155252413484547,inter_cali_pair_pi0_prebiased
10,3,1,71,4.193,0.0,0.36507,0.36507,4.315275190758837,inter_cali_pair_pi0_prebiased
11,3,0,74,4.149,3.141592653589793,2.88631,-0.2552826535897932,4.061015801735508,inter_cali_pair_pi0_prebiased
11,3,1,70,3.972,0.0,0.23363,0.23363,4.054810703656449,inter_cali_pair_pi0_prebiased
12,3,0,73,3.822,3.141592653589793,3.17534,0.03374734641020671,3.834690606317114,inter_cali_pair_pi0_prebiased
12,3,1,69,3.928,0.0,-0.03639,-0.03639,3.9146068821544238,inter_cali_pair_pi0_prebiased
13,4,0,19,4.021,3.141592653589793,3.48044,0.3388473464102071,4.13940852713878,inter_cali_pair_pi0_prebiased
13,4,1,15,4.117,0.0,-0.33076,-0.33076,4.001979536364032,inter_cali_pair_pi0_prebiased
14,4,0,20,3.872,3.141592653589793,3.12003,-0.021562653589793257,3.8641024574859846,inter_cali_pair_pi0_prebiased
14,4,1,16,3.821,0.0,0.02551,0.02551,3.8305539180517374,inter_cali_pair_pi0_prebiased
15,4,0,21,3.678,3.141592653589793,3.02153,-0.12006265358979329,3.631590080605225,inter_cali_pair_pi0_prebiased
15,4,1,17,3.732,0.0,0.15587,0.15587,3.7902798978884165,inter_cali_pair_pi0_prebiased
16,4,0,22,5.086,3.141592653589793,3.14159,-2.6535897932333796e-06,5.0859992709281086,inter_cali_pair_pi0_prebiased
16,4,1,18,3.21,0.0,0.0,0.0,3.21,inter_cali_pair_pi0_prebiased
17,5,0,84,4.004,3.141592653589793,2.87904,-0.2625526535897933,3.9105745095312505,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
17,5,1,80,0.0,0.0,0.25144,0.25144,0.8437593416709134,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
18,5,0,83,3.623,3.141592653589793,2.7643,-0.37729265358979314,3.4722442525462167,inter_cali_pair_pi0_prebiased
18,5,1,79,3.574,0.0,0.38331,0.38331,3.723485693619512,inter_cali_pair_pi0_prebiased
19,5,0,82,3.458,3.141592653589793,2.6986,-0.44299265358979323,3.2714200495386345,inter_cali_pair_pi0_prebiased
19,5,1,78,3.443,0.0,0.42878,0.42878,3.617964593424215,inter_cali_pair_pi0_prebiased
20,5,0,81,3.345,3.141592653589793,3.08977,-0.05182265358979299,3.3230104419674267,inter_cali_pair_pi0_prebiased
20,5,1,77,3.469,0.0,0.03141,0.03141,3.4819284819585734,inter_cali_pair_pi0_prebiased
21,6,0,27,3.371,3.141592653589793,3.65741,0.5158173464102069,3.5879815020883536,inter_cali_pair_pi0_prebiased
21,6,1,23,3.725,0.0,-0.5305,-0.5305,3.5068449404707085,inter_cali_pair_pi0_prebiased
22,6,0,28,5.183,3.141592653589793,3.58701,0.4454173464102067,5.3083900528524515,inter_cali_pair_pi0_prebiased
22,6,1,24,3.404,0.0,-0.46053,-0.46053,3.1999405381248414,inter_cali_pair_pi0_prebiased
23,6,0,29,4.904,3.141592653589793,3.55339,0.4117973464102067,5.020185521994685,inter_cali_pair_pi0_prebiased
23,6,1,25,5.038,0.0,-0.43723,-0.43723,4.913988298654569,inter_cali_pair_pi0_prebiased
24,6,0,26,4.582,3.141592653589793,3.14159,-2.6535897932333796e-06,4.581999185390686,inter_cali_pair_pi0_prebiased
24,6,1,30,4.693,0.0,0.0,0.0,4.693,inter_cali_pair_pi0_prebiased
25,7,0,100,3.921,3.141592653589793,3.57421,0.43261734641020677,4.065635357330141,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
25,7,1,104,0.0,0.0,-0.37443,-0.37443,0.0,mzi_table_upper_bar_lower_zero_pi0_prebiased_fallback
26,7,0,99,4.165,3.141592653589793,3.1424,0.000807346410206744,4.165274678280549,inter_cali_pair_pi0_prebiased
26,7,1,103,4.198,0.0,0.0096,0.0096,4.201255249085016,inter_cali_pair_pi0_prebiased
27,7,0,102,3.836,3.141592653589793,3.00492,-0.1366726535897933,3.785229727843325,inter_cali_pair_pi0_prebiased
27,7,1,98,4.083,0.0,0.16151,0.16151,4.138433690287981,inter_cali_pair_pi0_prebiased
28,7,0,101,3.877,3.141592653589793,3.45295,0.31135734641020685,3.9889928068398035,inter_cali_pair_pi0_prebiased
28,7,1,97,3.908,0.0,-0.29428,-0.29428,3.797450205963943,inter_cali_pair_pi0_prebiased
29,8,0,33,3.659,3.141592653589793,3.14299,0.0013973464102070565,3.6595471092287313,inter_cali_pair_pi0_prebiased
29,8,1,34,3.996,0.0,-0.04601,-0.04601,3.979464484520202,inter_cali_pair_pi0_prebiased
30,8,0,38,3.614,3.141592653589793,3.70457,0.5629773464102068,3.8332942551547116,inter_cali_pair_pi0_prebiased
30,8,1,35,3.81,0.0,-0.55876,-0.55876,3.595616501105808,inter_cali_pair_pi0_prebiased
31,8,0,36,3.343,3.141592653589793,3.98163,0.8400373464102069,3.679929074901766,inter_cali_pair_pi0_prebiased
31,8,1,37,3.6,0.0,-0.86889,-0.86889,3.239744427900505,inter_cali_pair_pi0_prebiased
32,8,0,40,4.938,3.141592653589793,3.14159,-2.6535897932333796e-06,4.937999235791129,inter_cali_pair_pi0_prebiased
32,8,1,39,2.905,0.0,0.0,0.0,2.905,inter_cali_pair_pi0_prebiased
