iter,max_abs_theta_error_rad,norm_theta_error,model_output_rmse,model_output_mae,model_output_max_abs,measured_output_rmse,measured_output_mae,measured_output_max_abs,alpha_used,lambda_reg,line_search_metric,step_scale,num_clipped,num_voltage_clipped,allow_hardware_update,theta_source,scan_quality_ok,prediction_consistency_ok,prediction_inconsistent_mzi_ids,prediction_inconsistent_parts,outlier_mzi_ids,outlier_scan_types,sigma_reference_mode,current_theta_measurement_dir,stopped_by_measurement_quality,current_theta_warnings,scan_profile,delta_points,sigma_points,estimated_points,estimated_measure_time_s,actual_measure_time_s,theta_converged,output_converged,convergence_mode,converged,warning
0,2.458701019418763,4.281806902951187,0.1959754220665126,0.07537906521383089,0.7021839039890654,,,,,0.001,theta,,,,False,measured_auto,True,,[],[],[],[],chained_bmzi,results\ColumnPhaseOptimize\run_20260602_152258\iter_000\current_theta_measurement,True,"[""MZI 6: Delta low visibility"", ""MZI 7: Delta phase jump may be too large; Sigma low visibility"", ""MZI 8: Delta phase jump may be too large; Sigma low visibility""]",fast,20,20,40,260.0,0.0,False,False,theta_only,False,current_theta_summary allow_hardware_update=false
