,P5u,P5d,P6u,P6d,P7u,P7d,P8u,P8d
Sigma5,0.17819366567489145,0.3288889181291834,0.0010455993879503467,-0.036537294992410096,-0.0003203299189582509,-0.14125049609399729,0.00019472533826281335,-0.10731298128912224
Sigma6,-0.18668182096791508,-0.5466701450803972,0.18167826338874438,0.37071341531122215,0.0028174920882451104,-0.001802713305235848,-0.0033105686671657253,-0.004317569190971149
Sigma7,0.030557100568130657,-0.007039220676684721,-0.04037931558927621,-0.18960576563140918,0.17602851289856677,0.47143846576301124,0.13335267017346641,0.02759638659959318
Sigma8,-0.005750847069288412,-0.005266462802003602,-0.0028507045923795715,-0.005632378956995865,-0.1953160475609099,-0.18132754288199848,0.14640100806418307,0.3513201793790799
