input_channel,expected_output_channel,argmax_output_channel,diagonal_normalized_power,raw_total_power,identity_route_ok
1,1,1,0.9770697054334742,0.00016414765406,True
2,2,2,0.9726445265070722,0.00016560469483999999,True
3,3,3,0.7079400667173531,0.0001568786755,True
4,4,4,0.7359455368500863,0.0001733231518,True
5,5,5,0.9564074302302491,0.00013955495930000002,True
6,6,6,0.9665132695510011,0.00013771430170000001,True
7,7,7,0.9724819550862839,0.00010302042055999999,True
8,8,8,0.9777502683030502,9.1271690628e-05,True
