,in_1,in_2,in_3,in_4,in_5,in_6,in_7,in_8
out_1,0.9907145477998414,0.001930435961763904,0.0015702162013538257,0.0005016687826843691,0.0013163163168392724,0.0005650440139096615,0.001406295656752516,0.0006882377973840648
out_2,0.0020366165355783995,0.9878441035657158,0.0021922362621159203,0.003199100639915497,0.0014332708433782532,0.002731033339947909,0.0015908154236960567,0.003259926532853529
out_3,0.002464991993899725,0.003316668195187667,0.956793924832125,0.025336533179380637,0.004020257998194597,0.0030051810719467957,0.004412194798703182,0.0036662124038304303
out_4,0.0002980717824947633,0.0010987884259431448,0.03310300343762251,0.9475313457854122,0.018216006992723452,0.0019472301724723262,0.00027991927075153995,0.0012305931895384122
out_5,0.00021921083496025706,4.171831042190435e-05,0.0014301660739466896,0.01677600000573255,0.9679764027132035,0.006586011580651118,0.0007865935488875828,6.509580259813532e-05
out_6,0.0014665491172450038,0.002458673900440964,0.0015305005825603922,0.0030955322719474787,0.0031667970595592424,0.9746721423523685,0.005031411248285669,0.0046577522110969865
out_7,0.001507390594433953,0.0010376209322736241,0.0018997208275253147,0.0010835443612279947,0.0024559588947860042,0.008371419617868603,0.9811465452644227,0.001790158324506357
out_8,0.0012926213415466953,0.00227199070825289,0.0014802317827502162,0.002476274973699326,0.0014149891813154442,0.0021219378508351146,0.0053462247885006624,0.9846420237381921
