target,observed_mzi,probe_arm,arm_name,arm_index,port,probe_axis_power_w,target_power_w,measured_power_w,voltage_v,optical_power_uW,opm_raw_uW,opm_mean_uW,opm_std_uW,opm_median_uW,opm_relative_std,opm_read_count,warning,point_warning,opm_retry_count,upload_retry_count,scan_type,output_channel,scan_try_index,upload_timestamp,read_timestamp,point_settle_time_s,timestamp,scan_valid,scan_failure_reason,scan_warning,quality_score
5,5,u,upper,0,11,-0.001000000000,0.030246094236,0.030246094236,3.935471509230,80.201310000000,"[80.31823, 80.19890000000001, 80.26088, 80.20130999999999, 80.10685]",80.217234000000,0.070540062546,80.201310000000,0.000879362938,5,,,0,0,delta_probe,2,1,2026-06-03T11:55:36,2026-06-03T11:55:54,2.000000000000,2026-06-03T11:55:54,True,,,1.000000000000
5,5,u,upper,0,11,-0.000750000000,0.030496094236,0.030496094236,3.951702417943,78.577110000000,"[78.62388, 78.53960000000001, 78.43597, 78.62532999999999, 78.57710999999999]",78.560378000000,0.069914664957,78.577110000000,0.000889948174,5,,,0,0,delta_probe,2,1,2026-06-03T11:55:56,2026-06-03T11:56:13,2.000000000000,2026-06-03T11:56:13,True,,,1.000000000000
5,5,u,upper,0,11,-0.000500000000,0.030746094236,0.030746094236,3.967866933250,76.959550000000,"[76.95955000000001, 76.97684, 76.95769, 77.04090000000001, 76.88942]",76.964880000000,0.048366100939,76.959550000000,0.000628417805,5,,,0,0,delta_probe,2,1,2026-06-03T11:56:15,2026-06-03T11:56:33,2.000000000000,2026-06-03T11:56:33,True,,,1.000000000000
5,5,u,upper,0,11,-0.000250000000,0.030996094236,0.030996094236,3.983965863306,75.281710000000,"[75.26737, 75.33147000000001, 75.24252, 75.36630000000001, 75.28170999999999]",75.297874000000,0.044870130198,75.281710000000,0.000595901688,5,,,0,0,delta_probe,2,1,2026-06-03T11:56:34,2026-06-03T11:56:52,2.000000000000,2026-06-03T11:56:52,True,,,1.000000000000
5,5,u,upper,0,11,0.000000000000,0.031246094236,0.031246094236,4.000000000000,73.562700000000,"[73.54296, 73.55878, 73.59283, 73.57356999999999, 73.5627]",73.566168000000,0.016558216571,73.562700000000,0.000225079232,5,,,0,0,delta_probe,2,1,2026-06-03T11:56:54,2026-06-03T11:57:11,2.000000000000,2026-06-03T11:57:11,True,,,1.000000000000
5,5,u,upper,0,11,0.000250000000,0.031496094236,0.031496094236,4.015970119412,71.787650000000,"[71.758, 71.79727, 71.807, 71.78765, 71.77273]",71.784530000000,0.017435732276,71.787650000000,0.000242889830,5,,,0,0,delta_probe,2,1,2026-06-03T11:57:13,2026-06-03T11:57:31,2.000000000000,2026-06-03T11:57:31,True,,,1.000000000000
5,5,u,upper,0,11,0.000500000000,0.031746094236,0.031746094236,4.031876982253,70.047080000000,"[69.92337, 70.04708, 70.06414, 69.98902, 70.10319]",70.025360000000,0.062858112285,70.047080000000,0.000897647828,5,,,0,0,delta_probe,2,1,2026-06-03T11:57:32,2026-06-03T11:57:50,2.000000000000,2026-06-03T11:57:50,True,,,1.000000000000
5,5,u,upper,0,11,0.000750000000,0.031996094236,0.031996094236,4.047721334285,68.186530000000,"[68.18652999999999, 68.20399, 68.06946, 68.21309, 68.12003999999999]",68.158622000000,0.055212875093,68.186530000000,0.000810064427,5,,,0,0,delta_probe,2,1,2026-06-03T11:57:52,2026-06-03T11:58:09,2.000000000000,2026-06-03T11:58:09,True,,,1.000000000000
5,5,u,upper,0,11,0.001000000000,0.032246094236,0.032246094236,4.063503906733,66.266340000000,"[66.27755, 66.24893, 66.27116, 66.26634, 66.21337]",66.255470000000,0.023095631622,66.266340000000,0.000348584526,5,,,0,0,delta_probe,2,1,2026-06-03T11:58:11,2026-06-03T11:58:29,2.000000000000,2026-06-03T11:58:29,True,,,1.000000000000
