heater,power_w
5u,0.034868802417145864
5d,0.03937632884246158
6u,0.04772126202707041
6d,0.03652133672863819
7u,0.03472876894127267
7d,0.04223481859798479
8u,0.020478476821794916
8d,0.030795063661544258
