heater,power_w
5u,0.034504675557114166
5d,0.039404953612333975
6u,0.045971162470659674
6d,0.036404244921562016
7u,0.03457077877421804
7d,0.04169768862957136
8u,0.02185451876582688
8d,0.03178834427491305
