theta,error_rad
theta5u,0.7697952775050867
theta5d,0.2701095337189865
theta6u,0.9277770049669725
theta6d,-0.07685415110594063
theta7u,0.34133657555757324
theta7d,-0.060065738327443
theta8u,-1.5837291579602208
theta8d,-1.1322089666248072
