heater,power_w
5u,0.031024522654161175
5d,0.03848974950808856
6u,0.0361630895985996
6d,0.0348624410535291
7u,0.03290250235057879
7d,0.037649694258346494
8u,0.02983698131708883
8d,0.03673582932650304
