theta,value_rad
theta5u,0.5969707337704864
theta5d,-0.0093448849024455
theta6u,0.1216733871623221
theta6d,0.050104980155762
theta7u,0.8155787142534274
theta7d,-0.1131013946540351
theta8u,-1.4138808650910646
theta8d,1.282713611518265
