heater,power_w
5u,0.03209028337056492
5d,0.03846967899133559
6u,0.038163089598599605
6d,0.03512104876647053
7u,0.03255546261137895
7d,0.03892474143065856
8u,0.027986580143151415
8d,0.03520282264359315
