mzi_id,probe_arm,eta_ref,eta_cur,delta_eta,delta_Delta,beta_ref,beta_cur,delta_beta,sigma_coeff,delta_Sigma,theta_u,theta_d,delta_fit_rmse_uW,sigma_fit_rmse_uW,warning
5,u,1.529009515374609,2.9452438198191278,1.4162343044445187,1.4162343044445187,0.012862127118823174,0.4350105178477075,0.4221483907288843,2.0,0.8442967814577687,1.1302655429511437,-0.285968761493375,0.05869575702218914,2.0565246195953346,Delta low visibility
6,u,1.5443361559529007,-2.759508438113367,1.9793407131133183,1.9793407131133183,0.2727066879019011,0.4371173181359538,0.16441063023405267,2.0,0.32882126046810534,1.1540809867907118,-0.8252597263226065,0.034338126856973746,9.57098716636502,Delta phase jump may be too large; Delta low visibility
7,u,0.9095692643737046,1.7368922935663775,0.827323029192673,0.827323029192673,0.24041540938578887,0.8984619224091537,0.6580465130233648,2.0,1.3160930260467296,1.0717080276197013,0.24438499842702832,0.05354747840240329,0.05137649446104507,Sigma low visibility
8,u,-0.4310074228714367,3.138307726487538,-2.7138701578206117,-2.7138701578206117,0.9949921030863456,0.34544106025927146,-0.6495510428270741,2.0,-1.2991020856541482,-2.00648612173738,0.7073840360832317,4.191696414360194,0.054300449979902646,Delta phase jump may be too large; Sigma low visibility
