heater,power_w
5u,0.035287839728033565
5d,0.03942538003515372
6u,0.050615213035151214
6d,0.03640696198800902
7u,0.03556116428136979
7d,0.04278454493867082
8u,0.01800443427602997
8d,0.029160939923524313
