theta,value_rad
theta5u,0.2774022736915111
theta5d,-0.2701095337189865
theta6u,0.1194205462296253
theta6d,0.0768541511059406
theta7u,0.7058609756390246
theta7d,0.060065738327443
theta8u,-1.5578634956295725
theta8d,1.1322089666248072
