theta,error_rad
theta5u,-0.25951844535757296
theta5d,0.794272234070152
theta6u,0.8445589255149226
theta6d,-0.05946956168411255
theta7u,0.3205109156330055
theta7d,-0.13131505553140332
theta8u,-1.4982456309781131
theta8d,-1.0203821915848548
