global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,heater_label,heater_role,heater_port,mzi_id,arm_index,voltage_before,voltage_after,gradient,accepted,line_search_trials,lr_used
7,2,optimized,,0,0.012993456964406734,0.012569580480279284,MZI5_arm0,current_layer,11,5,0,3.393,3.392588766159287,0.004112338407125535,True,1,0.1
7,2,optimized,,0,0.012569580480279284,0.012501272269406618,MZI5_arm1,current_layer,7,5,1,4.539,4.539023604514661,-0.007553444691679461,True,6,0.003125
7,2,optimized,,0,0.012501272269406618,0.008194716280466911,MZI6_arm0,current_layer,12,6,0,3.685,3.662519183935313,0.2248081606468703,True,1,0.1
7,2,optimized,,0,0.008194716280466911,0.005098650367758834,MZI6_arm1,current_layer,8,6,1,4.268,4.287372931760661,-0.193729317606608,True,1,0.1
7,2,optimized,,0,0.005098650367758834,0.005076195815676606,MZI7_arm0,current_layer,13,7,0,3.008,3.0079320882699054,0.0054329384075497145,True,4,0.0125
7,2,optimized,,0,0.005076195815676606,0.005076195815676606,MZI7_arm1,current_layer,9,7,1,3.503,3.503,-0.005487659217467159,False,7,0.1
7,2,optimized,,0,0.005076195815676606,0.005056888861233226,MZI1_arm0,previous_layer_compensation,65,1,0,4.694,4.693960228945934,0.001590842162638651,True,3,0.025
7,2,optimized,,0,0.005056888861233226,0.004988222661907779,MZI2_arm0,previous_layer_compensation,67,2,0,4.427,4.430374589883941,-0.03374589883941729,True,1,0.1
7,2,optimized,,0,0.004988222661907779,0.004980918085902344,MZI3_arm0,previous_layer_compensation,66,3,0,4.294,4.293365051468287,0.00634948531712237,True,1,0.1
7,2,optimized,,0,0.004980918085902344,0.004964579993677693,MZI4_arm0,previous_layer_compensation,68,4,0,4.309,4.3091080483963236,-0.001080483963230868,True,1,0.1
7,2,optimized,,1,0.00497782966353885,0.0037338214650302804,MZI6_arm0,current_layer,12,6,0,3.663,3.651048458436647,0.11951541563352823,True,1,0.1
7,2,optimized,,1,0.0037338214650302804,0.00303645287924251,MZI6_arm1,current_layer,8,6,1,4.287,4.296349159940736,-0.09349159940736779,True,1,0.1
7,2,optimized,,1,0.00303645287924251,0.003003814909430939,MZI5_arm1,current_layer,7,5,1,4.539,4.539759805182223,-0.007598051822238635,True,1,0.1
7,2,optimized,,1,0.003003814909430939,0.002997394440094357,MZI7_arm1,current_layer,9,7,1,3.503,3.503397370007138,-0.003973700071378834,True,1,0.1
7,2,optimized,,1,0.002997394440094357,0.002997394440094357,MZI7_arm0,current_layer,13,7,0,3.008,3.008,0.00478195580565837,False,7,0.1
7,2,optimized,,1,0.002997394440094357,0.0029733443735992272,MZI5_arm0,current_layer,11,5,0,3.393,3.392858948029621,0.005642078815156214,True,3,0.025
7,2,optimized,,1,0.0029733443735992272,0.0028887328669483757,MZI2_arm0,previous_layer_compensation,67,2,0,4.43,4.4332672923591225,-0.03267292359122856,True,1,0.1
7,2,optimized,,1,0.0028887328669483757,0.0028739920292420985,MZI3_arm0,previous_layer_compensation,66,3,0,4.293,4.292600968692817,0.003990313071835278,True,1,0.1
7,2,optimized,,1,0.0028739920292420985,0.0028372178828760656,MZI1_arm0,previous_layer_compensation,65,1,0,4.694,4.694051275639377,-0.0005127563937721886,True,1,0.1
7,2,optimized,,1,0.0028372178828760656,0.0028372178828760656,MZI4_arm0,previous_layer_compensation,68,4,0,4.309,4.309,-0.00011165680494565713,False,7,0.1
7,2,optimized,,2,0.0028677543954011963,0.0025999375026498762,MZI6_arm0,current_layer,12,6,0,3.651,3.6452888821341722,0.05711117865827635,True,1,0.1
7,2,optimized,,2,0.0025999375026498762,0.0023800358480003834,MZI6_arm1,current_layer,8,6,1,4.296,4.300527046528602,-0.04527046528601623,True,1,0.1
7,2,optimized,,2,0.0023800358480003834,0.0023725912971397406,MZI5_arm1,current_layer,7,5,1,4.54,4.54065064963939,-0.006506496393900367,True,1,0.1
7,2,optimized,,2,0.0023725912971397406,0.0023668448693159798,MZI5_arm0,current_layer,11,5,0,3.393,3.392795607121611,0.004087857567773315,True,2,0.05
7,2,optimized,,2,0.0023668448693159798,0.0023668448693159798,MZI7_arm0,current_layer,13,7,0,3.008,3.008,0.00403604896015868,False,7,0.1
7,2,optimized,,2,0.0023668448693159798,0.002366683474125752,MZI7_arm1,current_layer,9,7,1,3.503,3.5030531117747343,-0.004248941978726485,True,4,0.0125
7,2,optimized,,2,0.002366683474125752,0.002277377792585234,MZI2_arm0,previous_layer_compensation,67,2,0,4.433,4.4361387755370325,-0.031387755370325836,True,1,0.1
7,2,optimized,,2,0.002277377792585234,0.0022674578259849866,MZI3_arm0,previous_layer_compensation,66,3,0,4.293,4.292980218039855,0.00316511362331004,True,5,0.00625
7,2,optimized,,2,0.0022674578259849866,0.0022629066156817836,MZI1_arm0,previous_layer_compensation,65,1,0,4.694,4.694108512591348,-0.0010851259134837174,True,1,0.1
7,2,optimized,,2,0.0022629066156817836,0.0022629066156817836,MZI4_arm0,previous_layer_compensation,68,4,0,4.309,4.309,1.7470062681306775,False,7,0.1
7,2,optimized,,3,0.0023121650239399075,0.00225039235240043,MZI6_arm0,current_layer,12,6,0,3.645,3.6422850176122488,0.02714982387751315,True,1,0.1
7,2,optimized,,3,0.00225039235240043,0.0022016165656325247,MZI6_arm1,current_layer,8,6,1,4.301,4.3027682698007474,-0.017682698007475402,True,1,0.1
7,2,optimized,,3,0.0022016165656325247,0.0021792293452163216,MZI5_arm1,current_layer,7,5,1,4.541,4.541398634977654,-0.003986349776530346,True,1,0.1
7,2,optimized,,3,0.0021792293452163216,0.00216536459444173,MZI7_arm1,current_layer,9,7,1,3.503,3.503223358880572,-0.004467177611441047,True,2,0.05
7,2,optimized,,3,0.00216536459444173,0.002150300778813579,MZI5_arm0,current_layer,11,5,0,3.393,3.392987624710266,0.0039600927148216985,True,6,0.003125
7,2,optimized,,3,0.002150300778813579,0.002150300778813579,MZI7_arm0,current_layer,13,7,0,3.008,3.008,0.004570783855115889,False,7,0.1
7,2,optimized,,3,0.002150300778813579,0.002150300778813579,MZI4_arm0,previous_layer_compensation,68,4,0,4.309,4.309,-0.0006135676122278408,False,7,0.1
7,2,optimized,,3,0.002150300778813579,0.002112707546277356,MZI2_arm0,previous_layer_compensation,67,2,0,4.436,4.43904333639599,-0.030433363959897836,True,1,0.1
7,2,optimized,,3,0.002112707546277356,0.0020709701423671655,MZI3_arm0,previous_layer_compensation,66,3,0,4.293,4.292618146322389,0.0038185367761163743,True,1,0.1
7,2,optimized,,3,0.0020709701423671655,0.0020709701423671655,MZI1_arm0,previous_layer_compensation,65,1,0,4.694,4.694,-0.0005356961316899767,False,7,0.1
7,2,optimized,,4,0.0020879336000428047,0.002086098922652361,MZI6_arm0,current_layer,12,6,0,3.642,3.6407857901151512,0.012142098848485898,True,1,0.1
7,2,optimized,,4,0.002086098922652361,0.0020731282476098363,MZI6_arm1,current_layer,8,6,1,4.303,4.30379730323104,-0.007973032310401537,True,1,0.1
7,2,optimized,,4,0.0020731282476098363,0.0020703473724639843,MZI7_arm0,current_layer,13,7,0,3.008,3.0076176736956555,0.003823263043444975,True,1,0.1
7,2,optimized,,4,0.0020703473724639843,0.0020698881427110936,MZI7_arm1,current_layer,9,7,1,3.503,3.50302770655815,-0.004433049303967261,True,5,0.00625
7,2,optimized,,4,0.0020698881427110936,0.0020631705916988956,MZI5_arm1,current_layer,7,5,1,4.541,4.541205895716283,-0.004117914325652386,True,2,0.05
7,2,optimized,,4,0.0020631705916988956,0.002057210093367379,MZI5_arm0,current_layer,11,5,0,3.393,3.3929957145725673,0.002742673556889764,True,7,0.0015625
7,2,optimized,,4,0.002057210093367379,0.001998664458831634,MZI2_arm0,previous_layer_compensation,67,2,0,4.439,4.44185294195378,-0.028529419537799028,True,1,0.1
7,2,optimized,,4,0.001998664458831634,0.0019883191290569397,MZI3_arm0,previous_layer_compensation,66,3,0,4.293,4.292666367261366,0.0033363273863403,True,1,0.1
7,2,optimized,,4,0.0019883191290569397,0.0019805795530309766,MZI4_arm0,previous_layer_compensation,68,4,0,4.309,4.309055240254385,-0.0005524025438509405,True,1,0.1
7,2,optimized,,4,0.0019805795530309766,0.0019598271555020938,MZI1_arm0,previous_layer_compensation,65,1,0,4.694,4.694080890054827,-0.0008089005482709047,True,1,0.1
7,2,optimized,,5,0.0019949251709651906,0.001983680228984609,MZI6_arm0,current_layer,12,6,0,3.641,3.6404366861387447,0.00563313861255145,True,1,0.1
7,2,optimized,,5,0.001983680228984609,0.0019653198633632777,MZI6_arm1,current_layer,8,6,1,4.304,4.304051409296713,-0.0005140929671338443,True,1,0.1
7,2,optimized,,5,0.0019653198633632777,0.0019653198633632777,MZI7_arm1,current_layer,9,7,1,3.503,3.503,-0.0028554160644900213,False,7,0.1
7,2,optimized,,5,0.0019653198633632777,0.001963698070452817,MZI5_arm1,current_layer,7,5,1,4.541,4.541405498211659,-0.004054982116587463,True,1,0.1
7,2,optimized,,5,0.001963698070452817,0.001963698070452817,MZI7_arm0,current_layer,13,7,0,3.008,3.008,0.003581467217853861,False,7,0.1
7,2,optimized,,5,0.001963698070452817,0.0019607039395662766,MZI5_arm0,current_layer,11,5,0,3.393,3.392689990318422,0.0031000968157765623,True,1,0.1
7,2,optimized,,5,0.0019607039395662766,0.0018965741949179273,MZI2_arm0,previous_layer_compensation,67,2,0,4.442,4.444746465596453,-0.027464655964528278,True,1,0.1
7,2,optimized,,5,0.0018965741949179273,0.001896370672765673,MZI3_arm0,previous_layer_compensation,66,3,0,4.293,4.292789416755707,0.004211664885861745,True,2,0.05
7,2,optimized,,5,0.001896370672765673,0.001886832285548225,MZI1_arm0,previous_layer_compensation,65,1,0,4.694,4.694009933955922,-0.0007947164737257327,True,4,0.0125
7,2,optimized,,5,0.001886832285548225,0.001886832285548225,MZI4_arm0,previous_layer_compensation,68,4,0,4.309,4.309,-0.0001265157787479692,False,7,0.1
7,2,optimized,,6,0.001915719431281829,0.0018954181135388225,MZI6_arm0,current_layer,12,6,0,3.64,3.6396959148972234,0.0030408510277650075,True,1,0.1
7,2,optimized,,6,0.0018954181135388225,0.0018953525115350438,MZI5_arm1,current_layer,7,5,1,4.541,4.541177240635749,-0.003544812714973734,True,2,0.05
7,2,optimized,,6,0.0018953525115350438,0.001888509468584862,MZI7_arm0,current_layer,13,7,0,3.008,3.0075932963403367,0.004067036596634641,True,1,0.1
7,2,optimized,,6,0.001888509468584862,0.001888509468584862,MZI5_arm0,current_layer,11,5,0,3.393,3.393,0.0019922131446546898,False,7,0.1
7,2,optimized,,6,0.001888509468584862,0.001888509468584862,MZI7_arm1,current_layer,9,7,1,3.503,3.503,-0.003476815240863377,False,7,0.1
7,2,optimized,,6,0.001888509468584862,0.0018855801497403173,MZI6_arm1,current_layer,8,6,1,4.304,4.304021881427357,-0.0008752570942933526,True,3,0.025
7,2,optimized,,6,0.0018855801497403173,0.0018439855604007317,MZI2_arm0,previous_layer_compensation,67,2,0,4.445,4.4474609450936775,-0.024609450936776217,True,1,0.1
7,2,optimized,,6,0.0018439855604007317,0.0018379099359836241,MZI3_arm0,previous_layer_compensation,66,3,0,4.293,4.292808565175767,0.0038286964846690618,True,2,0.05
7,2,optimized,,6,0.0018379099359836241,0.0018365229376968199,MZI1_arm0,previous_layer_compensation,65,1,0,4.694,4.694079691387483,-0.0007969138748272188,True,1,0.1
7,2,optimized,,6,0.0018365229376968199,0.0018266963915233793,MZI4_arm0,previous_layer_compensation,68,4,0,4.309,4.309028667688829,-0.00028667688829255115,True,1,0.1
7,2,optimized,,7,0.001866263670384059,0.0018445066928925824,MZI7_arm0,current_layer,13,7,0,3.008,3.007680630403254,0.0031936959674565466,True,1,0.1
7,2,optimized,,7,0.0018445066928925824,0.001833026450267803,MZI5_arm1,current_layer,7,5,1,4.541,4.541404639317652,-0.004046393176518104,True,1,0.1
7,2,optimized,,7,0.001833026450267803,0.0018293153298727944,MZI7_arm1,current_layer,9,7,1,3.503,3.5030939013706752,-0.003756054827005087,True,3,0.025
7,2,optimized,,7,0.0018293153298727944,0.0018293153298727944,MZI6_arm0,current_layer,12,6,0,3.64,3.64,0.0028041514523360874,False,7,0.1
7,2,optimized,,7,0.0018293153298727944,0.001809861486651968,MZI5_arm0,current_layer,11,5,0,3.393,3.392992485000725,0.0024047997680278943,True,6,0.003125
7,2,optimized,,7,0.001809861486651968,0.001809861486651968,MZI6_arm1,current_layer,8,6,1,4.304,4.304,-0.0015490254646324487,False,7,0.1
7,2,optimized,,7,0.001809861486651968,0.0017909191767794285,MZI2_arm0,previous_layer_compensation,67,2,0,4.447,4.449442593405842,-0.024425934058420577,True,1,0.1
7,2,optimized,,7,0.0017909191767794285,0.0017813328818266404,MZI3_arm0,previous_layer_compensation,66,3,0,4.293,4.292974845586978,0.00402470608352808,True,5,0.00625
7,2,optimized,,7,0.0017813328818266404,0.0017813328818266404,MZI1_arm0,previous_layer_compensation,65,1,0,4.694,4.694,-0.0007834602978403073,False,7,0.1
7,2,optimized,,7,0.0017813328818266404,0.0017813328818266404,MZI4_arm0,previous_layer_compensation,68,4,0,4.309,4.309,-0.001109845690061195,False,7,0.1
7,3,optimized,,0,0.009234387100225115,0.009223570086360279,MZI9_arm0,current_layer,76,9,0,5.183,5.183751549620618,-0.007515496206181292,True,1,0.1
7,3,optimized,,0,0.009223570086360279,0.009213298675810284,MZI9_arm1,current_layer,72,9,1,5.25,5.24982531399625,0.006987440149996686,True,3,0.025
7,3,optimized,,0,0.009213298675810284,0.008882236648159106,MZI10_arm0,current_layer,75,10,0,5.497,5.5,-0.1372922856843485,True,1,0.1
7,3,optimized,,0,0.008882236648159106,0.007646967205871624,MZI10_arm1,current_layer,71,10,1,5.384,5.371800449816338,0.12199550183661934,True,1,0.1
7,3,optimized,,0,0.007646967205871624,0.007579272391596184,MZI11_arm0,current_layer,74,11,0,4.193,4.191366365519889,0.016336344801099977,True,1,0.1
7,3,optimized,,0,0.007579272391596184,0.00752644321216755,MZI11_arm1,current_layer,70,11,1,5.008,5.009705404051485,-0.017054040514853083,True,1,0.1
7,3,optimized,,0,0.00752644321216755,0.007525918879821009,MZI12_arm0,current_layer,73,12,0,3.532,3.532287395933014,-0.002873959330141086,True,1,0.1
7,3,optimized,,0,0.007525918879821009,0.007515394619493211,MZI12_arm1,current_layer,69,12,1,3.646,3.64561495365883,0.0038504634117013823,True,1,0.1
7,3,optimized,,0,0.007515394619493211,0.007515394619493211,MZI5_arm0,previous_layer_compensation,11,5,0,3.393,3.393,0.007961367122587068,False,7,0.1
7,3,optimized,,0,0.007515394619493211,0.007515394619493211,MZI5_arm1,previous_layer_compensation,7,5,1,4.541,4.541,-0.01397056604633252,False,7,0.1
7,3,optimized,,0,0.007515394619493211,0.006996500885879498,MZI6_arm0,previous_layer_compensation,12,6,0,3.64,3.647708846144195,-0.07708846144194759,True,1,0.1
7,3,optimized,,0,0.006996500885879498,0.006576542711919376,MZI6_arm1,previous_layer_compensation,8,6,1,4.304,4.2972385959322885,0.06761404067711389,True,1,0.1
7,3,optimized,,0,0.006576542711919376,0.006414056374127977,MZI7_arm0,previous_layer_compensation,13,7,0,3.008,3.012388845818852,-0.04388845818851986,True,1,0.1
7,3,optimized,,0,0.006414056374127977,0.006233294392793571,MZI7_arm1,previous_layer_compensation,9,7,1,3.503,3.498523991170585,0.04476008829414754,True,1,0.1
7,3,optimized,,1,0.006240286652751136,0.00622958674690068,MZI10_arm0,current_layer,75,10,0,5.5,5.5,-0.09826877995977093,True,2,0.05
7,3,optimized,,1,0.00622958674690068,0.005227579698725903,MZI10_arm1,current_layer,71,10,1,5.372,5.36359317693897,0.08406823061030111,True,1,0.1
7,3,optimized,,1,0.005227579698725903,0.005227579698725903,MZI11_arm1,current_layer,70,11,1,5.01,5.01,0.12441072906401593,False,7,0.1
7,3,optimized,,1,0.005227579698725903,0.005227579698725903,MZI11_arm0,current_layer,74,11,0,4.191,4.191,0.01589646250871672,False,7,0.1
7,3,optimized,,1,0.005227579698725903,0.005227579698725903,MZI9_arm0,current_layer,76,9,0,5.184,5.184,-0.005654076276866877,False,7,0.1
7,3,optimized,,1,0.005227579698725903,0.005227579698725903,MZI9_arm1,current_layer,72,9,1,5.25,5.25,0.006824495012566544,False,7,0.1
7,3,optimized,,1,0.005227579698725903,0.005227579698725903,MZI12_arm1,current_layer,69,12,1,3.646,3.646,0.0019630091882485625,False,7,0.1
7,3,optimized,,1,0.005227579698725903,0.005227579698725903,MZI12_arm0,current_layer,73,12,0,3.532,3.532,-0.0029738735362107626,False,7,0.1
7,3,optimized,,1,0.005227579698725903,0.005227579698725903,MZI6_arm0,previous_layer_compensation,12,6,0,3.648,3.648,-0.037922177934988456,False,7,0.1
7,3,optimized,,1,0.005227579698725903,0.005227579698725903,MZI6_arm1,previous_layer_compensation,8,6,1,4.297,4.297,0.04616808529923664,False,7,0.1
7,3,optimized,,1,0.005227579698725903,0.005227579698725903,MZI7_arm1,previous_layer_compensation,9,7,1,3.499,3.499,0.0409746165086688,False,7,0.1
7,3,optimized,,1,0.005227579698725903,0.005227579698725903,MZI7_arm0,previous_layer_compensation,13,7,0,3.012,3.012,-0.036634602843210295,False,7,0.1
7,3,optimized,,1,0.005227579698725903,0.005227579698725903,MZI5_arm1,previous_layer_compensation,7,5,1,4.541,4.541,-0.008979318923376329,False,7,0.1
7,3,optimized,,1,0.005227579698725903,0.005227579698725903,MZI5_arm0,previous_layer_compensation,11,5,0,3.393,3.393,0.00478114595681845,False,7,0.1
7,3,optimized,,2,0.005714223369011044,0.005646027748430301,MZI11_arm1,current_layer,70,11,1,5.01,5.011606812414606,-0.01606812414606598,True,1,0.1
7,3,optimized,,2,0.005646027748430301,0.00563091642358545,MZI10_arm0,current_layer,75,10,0,5.5,5.5,-0.0727775791455951,True,2,0.05
7,3,optimized,,2,0.00563091642358545,0.005316257333802539,MZI10_arm1,current_layer,71,10,1,5.364,5.357924425069447,0.06075574930552696,True,1,0.1
7,3,optimized,,2,0.005316257333802539,0.005281313999965308,MZI11_arm0,current_layer,74,11,0,4.191,4.1895880887577235,0.01411911242276333,True,1,0.1
7,3,optimized,,2,0.005281313999965308,0.005263536840423587,MZI9_arm1,current_layer,72,9,1,5.25,5.24984132659138,0.006346936344813907,True,3,0.025
7,3,optimized,,2,0.005263536840423587,0.005263536840423587,MZI9_arm0,current_layer,76,9,0,5.184,5.184,-0.006477498408326903,False,7,0.1
7,3,optimized,,2,0.005263536840423587,0.005263536840423587,MZI12_arm0,current_layer,73,12,0,3.532,3.532,-0.002708648622450156,False,7,0.1
7,3,optimized,,2,0.005263536840423587,0.005263536840423587,MZI12_arm1,current_layer,69,12,1,3.646,3.646,0.002545301909273013,False,7,0.1
7,3,optimized,,2,0.005263536840423587,0.005096777186316141,MZI6_arm1,previous_layer_compensation,8,6,1,4.297,4.292271429022965,0.0472857097703456,True,1,0.1
7,3,optimized,,2,0.005096777186316141,0.004950560681277273,MZI7_arm1,previous_layer_compensation,9,7,1,3.499,3.4949303788134283,0.04069621186571828,True,1,0.1
7,3,optimized,,2,0.004950560681277273,0.004923985698069941,MZI6_arm0,previous_layer_compensation,12,6,0,3.648,3.650557577131859,-0.025575771318587744,True,1,0.1
