x_power,dp,pow(uW),v_primary,v_secondary,p_primary,p_secondary,scan_type
0.0,0.0,75.06945,3.971,0.0,0.03088775069217174,0.0,phase_coarse
0.001047676176040728,0.2,89.20001,4.037,0.73,0.03192302278971094,0.001047676176040728,phase_coarse
0.0020938267436884975,0.4,105.00139999999999,4.102,1.032,0.0329592879906495,0.0020938267436884975,phase_coarse
0.0031410546739642844,0.6,120.0676,4.166,1.264,0.03399578236929559,0.0031410546739642844,phase_coarse
0.004190704704162912,0.8,134.2505,4.229,1.46,0.03503175375266037,0.004190704704162912,phase_coarse
0.0052362654747515475,1.0,146.58520000000001,4.291,1.632,0.036066461720457924,0.0052362654747515475,phase_coarse
0.006285160564714487,1.2,149.5954,4.352,1.788,0.0370991776051053,0.006285160564714487,phase_coarse
0.007330707573371742,1.4,162.1203,4.412,1.931,0.03812918449172249,0.007330707573371742,phase_coarse
0.00837530697475399,1.6,165.2936,4.471,2.064,0.03915577721813246,0.00837530697475399,phase_coarse
0.009420476513293401,1.8,165.5472,4.53,2.189,0.04019600699753311,0.009420476513293401,phase_coarse
0.01046348936058658,2.0,162.9478,4.588,2.307,0.04123189807076106,0.01046348936058658,phase_coarse
0.011513624990363895,2.2,158.8263,4.645,2.42,0.04226276878104514,0.011513624990363895,phase_coarse
0.012554280615410739,2.4,152.8015,4.701,2.527,0.04328794922431716,0.012554280615410739,phase_coarse
0.01359855759440066,2.6,144.7361,4.757,2.63,0.04432541515974053,0.01359855759440066,phase_coarse
0.014641595999566404,2.8,135.3164,4.812,2.729,0.045356313292998184,0.014641595999566404,phase_coarse
0.015689830516823114,3.0,123.99359999999999,4.866,2.825,0.04637999722542778,0.015689830516823114,phase_coarse
0.01673986391511018,3.2,110.3825,4.92,2.918,0.04741510478512567,0.01673986391511018,phase_coarse
0.017788405126837634,3.4,94.88985,4.973,3.008,0.04844215194938307,0.017788405126837634,phase_coarse
0.018832269247886165,3.6,78.10375,5.026,3.095,0.04948020356117015,0.018832269247886165,phase_coarse
0.01988087926927052,3.8,61.255759999999995,5.078,3.18,0.05050936425317489,0.01988087926927052,phase_coarse
0.020919401794953496,4.0,45.371689999999994,5.13,3.262,0.05154911804810603,0.020919401794953496,phase_coarse
0.021958073735891454,4.2,31.490340000000003,5.181,3.342,0.05257916606918356,0.021958073735891454,phase_coarse
0.022995007741495162,4.4,20.1271,5.232,3.42,0.05361940368371952,0.022995007741495162,phase_coarse
0.02404211181438853,4.6,11.70201,5.282,3.497,0.05464913634060119,0.02404211181438853,phase_coarse
0.02509847766710049,4.8,11.714350000000001,3.062,3.573,0.018365251574335374,0.02509847766710049,phase_coarse
0.0261345289431057,5.0,5.6596,3.147,3.646,0.019399029119815985,0.0261345289431057,phase_coarse
0.0271769126735358,5.2,2.661051,3.23,3.718,0.020435795769413775,0.0271769126735358,phase_coarse
0.028224779550625655,5.4,2.489264,3.311,3.789,0.021473600574438898,0.028224779550625655,phase_coarse
0.029262120516200165,5.6,4.789872,3.39,3.858,0.022510539597013303,0.029262120516200165,phase_coarse
0.030302742719413658,5.8,9.253843,3.467,3.926,0.023544755910070745,0.030302742719413658,phase_coarse
0.0313458440362657,6.0,15.572339999999999,3.542,3.993,0.02457443959735679,0.0313458440362657,phase_coarse
0.032390634138697076,6.2,23.88821,3.616,4.059,0.02561199171926847,0.032390634138697076,phase_coarse
0.0334363344945897,6.4,34.06732,3.688,4.124,0.026642092627509273,0.0334363344945897,phase_coarse
0.03448217836776672,6.6,46.39207,3.759,4.188,0.027677774110867925,0.03448217836776672,phase_coarse
0.03552741081799245,6.8,60.59401,3.829,4.251,0.028718201727434927,0.03552741081799245,phase_coarse
0.03657128870097235,7.0,76.13391,3.897,4.313,0.029747284068086646,0.03657128870097235,phase_coarse
0.03761308066835312,7.2,92.24116,3.964,4.374,0.030778950044603747,0.03761308066835312,phase_coarse
0.038652067167722626,7.4,107.9113,4.03,4.434,0.031812412225888514,0.038652067167722626,phase_coarse
0.03968754044260988,7.6,121.9261,4.095,4.493,0.03284689493354617,0.03968754044260988,phase_coarse
0.04073670094124942,7.8,133.69170000000003,4.159,4.552,0.03388163424188493,0.04073670094124942,phase_coarse
