x_power,dp,pow(uW),v_primary,v_secondary,p_primary,p_secondary,scan_type
0.0,0.0,61.421510000000005,4.427,0.0,0.03827320217523216,0.0,phase_coarse
0.001302458126499293,0.25,54.51406,4.501,0.819,0.03956341589842842,0.001302458126499293,phase_coarse
0.002603832749881102,0.5,46.18386,4.574,1.158,0.04085715066586889,0.002603832749881102,phase_coarse
0.003904347172759246,0.75,37.6466,4.646,1.418,0.042153551115723886,0.003904347172759246,phase_coarse
0.005203473235907997,1.0,29.137719999999998,4.717,1.637,0.04345177360344901,0.005203473235907997,phase_coarse
0.006502766290576649,1.25,21.16382,4.786,1.83,0.04473229127302762,0.006502766290576649,phase_coarse
0.007805931218392722,1.5,17.41332,4.854,2.005,0.04601244375387986,0.007805931218392722,phase_coarse
0.009109884501523668,1.75,8.345500999999999,4.922,2.166,0.04731065647720054,0.009109884501523668,phase_coarse
0.010406338700354036,2.0,4.201003,4.989,2.315,0.04860744164459081,0.010406338700354036,phase_coarse
0.011703047269987972,2.25,1.9768400000000002,5.055,2.455,0.049902014197933,0.011703047269987972,phase_coarse
0.013005423842489176,2.5,1.735462,5.12,2.588,0.05119360079639475,0.013005423842489176,phase_coarse
0.014302621736111652,2.75,3.414797,5.184,2.714,0.05248143981642905,0.014302621736111652,phase_coarse
0.01560637695953295,3.0,6.878531,5.247,2.835,0.053764781351774246,0.01560637695953295,phase_coarse
0.01690964091720385,3.25,6.894394,2.999,2.951,0.0175642126753378,0.01690964091720385,phase_coarse
0.018205656277854018,3.5,9.445713000000001,3.107,3.062,0.01885203607232499,0.018205656277854018,phase_coarse
0.019500261919394343,3.75,18.82248,3.212,3.169,0.02014776277827301,0.019500261919394343,phase_coarse
0.02080118022873922,4.0,26.36295,3.313,3.273,0.021434760106643833,0.02080118022873922,phase_coarse
0.02210477622768806,4.25,34.28539,3.411,3.374,0.0227216148747097,0.02210477622768806,phase_coarse
0.023407519793180665,4.5,42.44,3.507,3.472,0.02401857775426094,0.023407519793180665,phase_coarse
0.024705985657297258,4.75,50.48469,3.6,3.567,0.02530933633122543,0.024705985657297258,phase_coarse
0.025996853407258446,5.0,57.95136,3.691,3.659,0.026605035696840994,0.025996853407258446,phase_coarse
0.02729146487408435,5.25,64.35223,3.78,3.749,0.027903543305176033,0.02729146487408435,phase_coarse
0.028587722954966935,5.5,69.29494,3.866,3.837,0.029187671851519808,0.028587722954966935,phase_coarse
0.02988357714938278,5.75,72.31782,3.951,3.923,0.030485253794313102,0.02988357714938278,phase_coarse
0.0311770235590931,6.0,73.19746,4.034,4.007,0.03177953536840271,0.0311770235590931,phase_coarse
0.032466104888143756,6.25,71.85138,4.115,4.089,0.03306857150442243,0.032466104888143756,phase_coarse
0.033765102795009785,6.5,68.69459,4.195,4.17,0.03436684671993159,0.033765102795009785,phase_coarse
0.03505657054938549,6.75,63.7513,4.273,4.249,0.03565673235913835,0.03505657054938549,phase_coarse
0.03635546942639671,7.0,57.8024,4.35,4.327,0.036953388636389896,0.03635546942639671,phase_coarse
0.03764378958479851,7.25,50.86418,4.425,4.403,0.038238628371959946,0.03764378958479851,phase_coarse
0.03893714861522517,7.5,43.27001,4.499,4.478,0.039528264042412824,0.03893714861522517,phase_coarse
0.04023467272484001,7.75,35.16587,4.572,4.552,0.040821428568633494,0.04023467272484001,phase_coarse
0.0415354997713775,8.0,27.2195,4.644,4.625,0.042117266588792245,0.0415354997713775,phase_coarse
0.04283877926314327,8.25,19.6711,4.715,4.697,0.04341493445834468,0.04283877926314327,phase_coarse
0.04412515765968579,8.5,13.02859,4.784,4.767,0.04469491313279772,0.04412515765968579,phase_coarse
0.04541178265998443,8.75,7.658778999999999,4.853,4.836,0.04599348713908301,0.04541178265998443,phase_coarse
0.04669785037462945,9.0,3.9548520000000003,4.921,4.904,0.04729143427060269,0.04669785037462945,phase_coarse
0.0480018755029492,9.25,2.0360780000000003,4.988,4.972,0.04858795775195374,0.0480018755029492,phase_coarse
0.011894504989313978,2.28168866305,1.800721,5.066,2.475,0.050119430380270315,0.011894504989313978,phase_fine
0.012145722371621493,2.33168866305,1.658654,5.079,2.501,0.05037698607641566,0.012145722371621493,phase_fine
0.012399565015962774,2.38168866305,1.594818,5.092,2.527,0.050635201846301735,0.012399565015962774,phase_fine
0.01265603292233781,2.43168866305,1.609027,5.105,2.553,0.050894077689928575,0.01265603292233781,phase_fine
0.012915126090746609,2.48168866305,1.7002380000000001,5.118,2.579,0.051153613607296124,0.012915126090746609,phase_fine
0.013166729883664125,2.53168866305,1.8591689999999998,5.13,2.604,0.05139377108759464,0.013166729883664125,phase_fine
0.013420760878905754,2.58168866305,2.083985,5.142,2.629,0.05163449099758941,0.013420760878905754,phase_fine
0.013677219076471493,2.63168866305,2.383325,5.154,2.654,0.05187577333728042,0.013677219076471493,phase_fine
0.013936104476361346,2.68168866305,2.7617230000000004,5.166,2.679,0.05211761810666769,0.013936104476361346,phase_fine
0.014186917972202132,2.73168866305,3.193613,5.178,2.703,0.0523600253057512,0.014186917972202132,phase_fine
0.014439968377704818,2.78168866305,3.6848970000000003,5.19,2.727,0.05260299493453097,0.014439968377704818,phase_fine
