heater_type,mzi_id,arm_index,port,configured_resistance_ohm,focus_3_4_path,voltage_v,measured_current_mA,current_std_mA,expected_current_mA,measured_resistance_ohm,relative_current_error,relative_current_std,status
network,21,1,23,519.0229205586397,True,0.0,-0.2798550165173275,0.0,0.0,-0.0,,,LOW_VOLTAGE_NOT_ASSESSED
network,22,0,28,521.1519958260816,True,3.894,7.176399107768754,0.0,7.471908447414836,542.6119620053714,-0.0395493790810999,0.0,OK
network,22,1,24,525.1175465365234,True,0.0,-0.2798550165173275,0.0,0.0,-0.0,,,LOW_VOLTAGE_NOT_ASSESSED
network,23,0,29,510.5292982664572,False,4.058,7.683738611396637,0.0,7.948613358291603,528.1283246649116,-0.033323390502905996,0.0,OK
network,23,1,25,511.3817957574308,False,0.0,-0.11619711212123349,0.0016035134325774174,0.0,-0.0,,,LOW_VOLTAGE_NOT_ASSESSED
network,24,0,26,509.33194693518107,False,4.084,7.778660195946379,0.0016035134325777846,8.018346433155783,525.0261480927342,-0.029892227681545883,0.00019998056281869694,OK
network,24,1,30,510.52085848376345,False,0.0,-0.1096507959453778,1.3877787807814457e-17,0.0,-0.0,,,LOW_VOLTAGE_NOT_ASSESSED
network,25,0,100,488.47677429544194,False,3.921,7.762294405506757,0.0,8.026993720746464,505.13415172946145,-0.03297614579609911,0.0,OK
network,25,1,104,512.4072808050087,False,0.0,-0.09867751304940278,0.07239958975347759,0.0,-0.0,,,LOW_VOLTAGE_NOT_ASSESSED
network,26,0,99,515.347890383562,True,4.196,7.867035464320261,0.0,8.142072720773164,533.3648258013222,-0.033779759268323786,0.0,OK
network,26,1,103,513.2659336360588,True,0.0,-0.09676614381334735,6.801818231572573e-06,0.0,-0.0,,,LOW_VOLTAGE_NOT_ASSESSED
network,27,0,102,512.5803057759402,False,3.972,7.510261232736778,0.0,7.749029674456993,528.8764101422051,-0.030812689039927572,0.0,OK
network,27,1,98,509.5044815813442,False,0.0,-0.13583606064876327,0.0,0.0,-0.0,,,LOW_VOLTAGE_NOT_ASSESSED
network,28,0,101,509.50448158134316,False,4.228,7.991415471661297,0.0,8.298258705944264,529.0677246093753,-0.03697682190399379,0.0,OK
network,28,1,97,518.8484989600064,False,0.0,-0.13011256417628875,9.171569832452402e-06,0.0,-0.0,,,LOW_VOLTAGE_NOT_ASSESSED
network,29,0,33,513.2701060266568,True,3.928,7.382608067307835,0.0,7.652890659087008,532.061293812174,-0.03531771245917917,0.0,OK
network,29,1,34,512.7510218079893,True,0.0,-0.19147974814342483,0.0,0.0,-0.0,,,LOW_VOLTAGE_NOT_ASSESSED
network,30,0,38,512.9298317521508,True,4.057,7.628094923901977,8.881784197001252e-16,7.909463924415212,531.8497004131059,-0.03557371311154158,1.1229312481702645e-16,OK
network,30,1,35,510.1846535453303,True,0.0,-0.1783871157917507,0.0,0.0,-0.0,,,LOW_VOLTAGE_NOT_ASSESSED
network,31,0,36,509.331946935181,False,4.0,7.598636501110663,0.0,7.853424518272071,526.4102315481647,-0.03244291920914354,0.0,OK
network,31,1,37,511.3817957574307,False,0.0,-0.16043606795774334,4.018780547988043e-06,0.0,-0.0,,,LOW_VOLTAGE_NOT_ASSESSED
network,32,0,40,511.89419902401255,False,3.992,7.542992813616001,0.0,7.798486498989879,529.2329051134669,-0.032761957773084764,0.0,OK
network,32,1,39,513.7861779903174,False,0.0,-0.1587481672642023,0.0,0.0,-0.0,,,LOW_VOLTAGE_NOT_ASSESSED
network,33,0,106,515.3478903835618,False,4.235,7.788479670210142,3.34340977011311,8.21774975511782,543.7518205508437,-0.052236938054768436,0.4068522247262292,UNSTABLE
network,34,0,108,514.136198053936,True,4.535,8.315458122365557,3.7170899786379032,8.82061993916299,545.3698320965023,-0.05727055697690208,0.42140915312927846,UNSTABLE
network,35,0,105,517.0962998222063,False,4.628,8.413652865003224,3.6244046835998662,8.949977018963875,550.0583485266274,-0.059924640345360394,0.4049624569895776,UNSTABLE
network,36,0,107,516.397588508255,False,4.604,8.380921284124002,3.6010776447246444,8.915610960345145,549.3429473823322,-0.05997229787160253,0.40390699647410794,UNSTABLE
