global_target_layer,current_layer,layer_status,skip_reason,layer_iter,loss_before_iter,loss_after_iter,heater_label,heater_role,heater_port,mzi_id,arm_index,voltage_before,voltage_after,gradient,accepted,line_search_trials,lr_used
7,2,optimized,,0,0.04840701187761458,0.04594500314660981,MZI5_arm0,current_layer,11,5,0,4.1,4.118050151888588,-0.1805015188858823,True,1,0.1
7,2,optimized,,0,0.04594500314660981,0.04446838361657389,MZI5_arm1,current_layer,7,5,1,4.812,4.798362034368419,0.13637965631580878,True,1,0.1
7,2,optimized,,0,0.04446838361657389,0.03355855444198131,MZI6_arm0,current_layer,12,6,0,2.478,2.442965168372201,0.35034831627799046,True,1,0.1
7,2,optimized,,0,0.03355855444198131,0.0257792779744186,MZI6_arm1,current_layer,8,6,1,5.486,5.5,-0.6307432709354235,True,1,0.1
7,2,optimized,,0,0.0257792779744186,0.02515028137401051,MZI7_arm0,current_layer,13,7,0,2.653,2.6450511440501585,0.0794885594984139,True,1,0.1
7,2,optimized,,0,0.02515028137401051,0.024575839555882818,MZI7_arm1,current_layer,9,7,1,3.503,3.5115757681648363,-0.085757681648362,True,1,0.1
7,2,optimized,,0,0.024575839555882818,0.024563713223831527,MZI1_arm0,previous_layer_compensation,65,1,0,4.694,4.69325037262855,0.0074962737144946105,True,1,0.1
7,2,optimized,,0,0.024563713223831527,0.02442472742669051,MZI2_arm0,previous_layer_compensation,67,2,0,4.427,4.432402440930285,-0.05402440930285587,True,1,0.1
7,2,optimized,,0,0.02442472742669051,0.02435321478627124,MZI3_arm0,previous_layer_compensation,66,3,0,4.294,4.2931268245418,0.01746350916399522,True,2,0.05
7,2,optimized,,0,0.02435321478627124,0.024324471918897323,MZI4_arm0,previous_layer_compensation,68,4,0,4.309,4.308994708644337,0.00010582711325157288,True,2,0.05
7,2,optimized,,1,0.02453428808407352,0.02453428808407352,MZI6_arm1,current_layer,8,6,1,5.5,5.5,-0.5858485302271262,False,7,0.1
7,2,optimized,,1,0.02453428808407352,0.01939557345762278,MZI6_arm0,current_layer,12,6,0,2.443,2.418876137286899,0.24123862713100772,True,1,0.1
7,2,optimized,,1,0.01939557345762278,0.019245606758737894,MZI5_arm0,current_layer,11,5,0,4.118,4.121236732299601,-0.03236732299601091,True,1,0.1
7,2,optimized,,1,0.019245606758737894,0.01916277210675025,MZI5_arm1,current_layer,7,5,1,4.798,4.794445427643464,0.03554572356535667,True,1,0.1
7,2,optimized,,1,0.01916277210675025,0.018907235421460437,MZI7_arm1,current_layer,9,7,1,3.512,3.5182647462580365,-0.06264746258036402,True,1,0.1
7,2,optimized,,1,0.018907235421460437,0.018902671241201086,MZI7_arm0,current_layer,13,7,0,2.645,2.642167817129796,0.028321828702038986,True,1,0.1
7,2,optimized,,1,0.018902671241201086,0.01867007379307461,MZI2_arm0,previous_layer_compensation,67,2,0,4.432,4.436822616049862,-0.04822616049861586,True,1,0.1
7,2,optimized,,1,0.01867007379307461,0.01863371139167378,MZI3_arm0,previous_layer_compensation,66,3,0,4.293,4.29207476490825,0.009252350917503458,True,1,0.1
7,2,optimized,,1,0.01863371139167378,0.01861872702026262,MZI1_arm0,previous_layer_compensation,65,1,0,4.693,4.692792018852828,0.004159622943446762,True,2,0.05
7,2,optimized,,1,0.01861872702026262,0.01861872702026262,MZI4_arm0,previous_layer_compensation,68,4,0,4.309,4.309,7.579163426316657e-05,False,7,0.1
7,2,optimized,,2,0.018839335669286444,0.01878569184992326,MZI6_arm1,current_layer,8,6,1,5.5,5.5,-0.513847277455155,True,4,0.0125
7,2,optimized,,2,0.01878569184992326,0.015040231459427424,MZI6_arm0,current_layer,12,6,0,2.419,2.3987332342688426,0.20266765731157413,True,1,0.1
7,2,optimized,,2,0.015040231459427424,0.015031397036875593,MZI7_arm1,current_layer,9,7,1,3.518,3.5209679150098516,-0.029679150098516262,True,1,0.1
7,2,optimized,,2,0.015031397036875593,0.01501233391067537,MZI5_arm1,current_layer,7,5,1,4.794,4.793724077963835,0.011036881446605383,True,3,0.025
7,2,optimized,,2,0.01501233391067537,0.014977166541083737,MZI5_arm0,current_layer,11,5,0,4.121,4.121102309952684,-0.004092398107311859,True,3,0.025
7,2,optimized,,2,0.014977166541083737,0.014902946638506435,MZI7_arm0,current_layer,13,7,0,2.642,2.641801775751483,0.015857939881335832,True,4,0.0125
7,2,optimized,,2,0.014902946638506435,0.014902946638506435,MZI2_arm0,previous_layer_compensation,67,2,0,4.437,4.437,-0.04476153140364754,False,7,0.1
7,2,optimized,,2,0.014902946638506435,0.014396801943843336,MZI3_arm0,previous_layer_compensation,66,3,0,4.292,4.291520489128118,0.009590217437646684,True,2,0.05
7,2,optimized,,2,0.014396801943843336,0.014396801943843336,MZI1_arm0,previous_layer_compensation,65,1,0,4.693,4.693,0.003439864028909043,False,7,0.1
7,2,optimized,,2,0.014396801943843336,0.014396801943843336,MZI4_arm0,previous_layer_compensation,68,4,0,4.309,4.309,-0.0027237910765097,False,7,0.1
7,2,optimized,,3,0.015359765170706668,0.015203782199367454,MZI6_arm1,current_layer,8,6,1,5.5,5.5,-0.46007233366537365,True,1,0.1
7,2,optimized,,3,0.015203782199367454,0.012314031431893215,MZI6_arm0,current_layer,12,6,0,2.399,2.3812369744208803,0.17763025579119512,True,1,0.1
7,2,optimized,,3,0.012314031431893215,0.012188643362663835,MZI7_arm1,current_layer,9,7,1,3.521,3.522109438052697,-0.022188761053946952,True,2,0.05
7,2,optimized,,3,0.012188643362663835,0.012188643362663835,MZI7_arm0,current_layer,13,7,0,2.642,2.642,0.017061600635127152,False,7,0.1
7,2,optimized,,3,0.012188643362663835,0.012188643362663835,MZI5_arm1,current_layer,7,5,1,4.794,4.794,0.009088784974584985,False,7,0.1
7,2,optimized,,3,0.012188643362663835,0.012188643362663835,MZI5_arm0,current_layer,11,5,0,4.121,4.121,-0.0022645135884014115,False,7,0.1
7,2,optimized,,3,0.012188643362663835,0.012188643362663835,MZI2_arm0,previous_layer_compensation,67,2,0,4.437,4.437,-0.044942651292969545,False,7,0.1
7,2,optimized,,3,0.012188643362663835,0.012188643362663835,MZI3_arm0,previous_layer_compensation,66,3,0,4.292,4.292,0.006603860750412874,False,7,0.1
7,2,optimized,,3,0.012188643362663835,0.012188643362663835,MZI1_arm0,previous_layer_compensation,65,1,0,4.693,4.693,0.003921926945364302,False,7,0.1
