mzi,port,voltage,expected_mA,actual_mA,lower_mA,upper_mA,local_sample_row,sample_index,iteration
2,45,4.109,8.067502090481462,,7.260751881433316,8.874252299529608,497,497,4
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,497,497,4
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,497,497,4
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,497,497,4
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,497,497,4
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,497,497,4
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,497,497,4
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,525,525,4
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,525,525,4
3,41,3.915,7.609657348968963,,6.848691614072067,8.37062308386586,525,525,4
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,525,525,4
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,525,525,4
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,525,525,4
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,525,525,4
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,525,525,4
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,528,528,6
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,528,528,6
3,41,3.925,7.629094532491234,,6.86618507924211,8.392003985740358,528,528,6
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,528,528,6
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,528,528,6
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,528,528,6
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,528,528,6
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,528,528,6
5,44,3.977,7.688507837493675,6.862175931328239,6.919657053744308,8.457358621243042,531,531,0
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,559,559,3
2,45,3.967,7.788703040384512,,7.009832736346061,8.567573344422962,559,559,3
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,559,559,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,559,559,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,559,559,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,559,559,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,559,559,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,559,559,3
4,48,4.23,8.304996428072716,7.372788593044052,7.474496785265444,9.135496070879988,636,636,0
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,637,637,1
2,45,3.925,7.706241349510766,,6.935617214559689,8.476865484461841,637,637,1
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,637,637,1
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,637,637,1
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,637,637,1
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,637,637,1
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,637,637,1
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,637,637,1
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,647,647,5
2,45,4.095,8.040014860190212,,7.236013374171191,8.844016346209234,647,647,5
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,647,647,5
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,647,647,5
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,647,647,5
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,647,647,5
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,647,647,5
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,647,647,5
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,678,678,1
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,678,678,1
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,678,678,1
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,678,678,1
5,44,3.556,6.874612489345615,,6.187151240411053,7.562073738280176,678,678,1
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,678,678,1
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,678,678,1
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,678,678,1
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,678,678,4
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,678,678,4
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,678,678,4
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,678,678,4
5,44,3.606,6.971274644707616,,6.274147180236855,7.668402109178378,678,678,4
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,678,678,4
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,678,678,4
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,678,678,4
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,680,680,0
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,680,680,0
3,41,3.796,7.378354865053942,,6.640519378548548,8.116190351559336,680,680,0
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,680,680,0
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,680,680,0
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,680,680,0
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,680,680,0
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,680,680,0
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,689,689,0
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,689,689,0
3,41,4.095,7.959526652369835,,7.163573987132851,8.755479317606818,689,689,0
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,689,689,0
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,689,689,0
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,689,689,0
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,689,689,0
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,689,689,0
5,44,3.977,7.688507837493675,6.80325908574565,6.919657053744308,8.457358621243042,693,693,0
5,44,3.977,7.688507837493675,6.502128541656847,6.919657053744308,8.457358621243042,707,707,0
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,712,712,0
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,712,712,0
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,712,712,0
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,712,712,0
5,44,3.629,7.015739236174138,,6.3141653125567245,7.717313159791551,712,712,0
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,712,712,0
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,712,712,0
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,712,712,0
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,717,717,3
2,45,3.884,7.625743032229252,,6.863168729006327,8.388317335452177,717,717,3
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,717,717,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,717,717,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,717,717,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,717,717,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,717,717,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,717,717,3
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,729,729,2
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,729,729,2
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,729,729,2
4,48,3.894,7.645308768537863,,6.880777891684076,8.40983964539165,729,729,2
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,729,729,2
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,729,729,2
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,729,729,2
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,729,729,2
4,48,4.23,8.304996428072716,7.290959640846005,7.474496785265444,9.135496070879988,730,730,0
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,747,747,2
2,45,3.965,7.784776293200047,,7.006298663880043,8.563253922520053,747,747,2
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,747,747,2
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,747,747,2
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,747,747,2
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,747,747,2
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,747,747,2
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,747,747,2
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,751,751,2
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,751,751,2
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,751,751,2
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,751,751,2
5,44,3.7,7.152999496788182,,6.437699547109363,7.868299446467,751,751,2
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,751,751,2
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,751,751,2
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,751,751,2
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,754,754,3
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,754,754,3
3,41,3.76,7.308381004373768,,6.577542903936391,8.039219104811144,754,754,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,754,754,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,754,754,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,754,754,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,754,754,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,754,754,3
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,759,759,1
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,759,759,1
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,759,759,1
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,759,759,1
5,44,3.492,6.750884930482251,,6.075796437434026,7.425973423530476,759,759,1
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,759,759,1
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,759,759,1
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,759,759,1
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,765,765,4
2,45,4.0,7.853494368928168,,7.068144932035351,8.638843805820985,765,765,4
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,765,765,4
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,765,765,4
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,765,765,4
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,765,765,4
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,765,765,4
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,765,765,4
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,769,769,3
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,769,769,3
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,769,769,3
4,48,3.913,7.682612534999654,,6.914351281499688,8.450873788499619,769,769,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,769,769,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,769,769,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,769,769,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,769,769,3
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,796,796,0
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,796,796,0
3,41,3.664,7.1217840425599706,,6.409605638303973,7.833962446815968,796,796,0
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,796,796,0
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,796,796,0
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,796,796,0
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,796,796,0
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,796,796,0
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,822,822,1
2,45,3.758,7.378357959608015,,6.640522163647213,8.116193755568816,822,822,1
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,822,822,1
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,822,822,1
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,822,822,1
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,822,822,1
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,822,822,1
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,822,822,1
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,830,830,2
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,830,830,2
3,41,3.842,7.4677659092563875,,6.720989318330749,8.214542500182027,830,830,2
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,830,830,2
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,830,830,2
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,830,830,2
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,830,830,2
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,830,830,2
3,41,4.164,8.093643218673503,7.13057489453784,7.284278896806152,8.903007540540854,851,851,0
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,856,856,1
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,856,856,1
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,856,856,1
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,856,856,1
5,44,3.882,7.50484974230587,,6.754364768075283,8.255334716536456,856,856,1
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,856,856,1
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,856,856,1
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,856,856,1
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,873,873,1
2,45,3.848,7.555061582908898,,6.799555424618008,8.310567741199788,873,873,1
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,873,873,1
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,873,873,1
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,873,873,1
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,873,873,1
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,873,873,1
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,873,873,1
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,873,873,2
2,45,3.902,7.66108375688943,,6.894975381200487,8.427192132578373,873,873,2
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,873,873,2
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,873,873,2
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,873,873,2
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,873,873,2
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,873,873,2
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,873,873,2
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,873,873,3
2,45,3.928,7.712131470287463,,6.940918323258717,8.48334461731621,873,873,3
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,873,873,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,873,873,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,873,873,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,873,873,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,873,873,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,873,873,3
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,884,884,0
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,884,884,0
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,884,884,0
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,884,884,0
5,44,3.363,6.501496569648285,,5.851346912683457,7.1516462266131136,884,884,0
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,884,884,0
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,884,884,0
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,884,884,0
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,910,910,2
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,910,910,2
3,41,3.765,7.318099596134904,,6.586289636521414,8.049909555748394,910,910,2
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,910,910,2
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,910,910,2
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,910,910,2
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,910,910,2
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,910,910,2
3,41,4.164,8.093643218673503,7.1174822621861455,7.284278896806152,8.903007540540854,915,915,0
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,923,923,3
2,45,3.886,7.629669779413716,,6.866702801472345,8.392636757355088,923,923,3
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,923,923,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,923,923,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,923,923,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,923,923,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,923,923,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,923,923,3
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,159,159,1
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,159,159,1
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,159,159,1
4,48,4.025,7.902508421511273,,7.112257579360145,8.692759263662401,159,159,1
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,159,159,1
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,159,159,1
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,159,159,1
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,159,159,1
2,45,4.261,8.36593487650073,7.454617545242098,7.529341388850658,9.202528364150805,224,224,1
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,254,254,4
2,45,4.037,7.926139191840754,,7.133525272656678,8.71875311102483,254,254,4
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,254,254,4
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,254,254,4
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,254,254,4
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,254,254,4
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,254,254,4
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,254,254,4
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,436,436,3
2,45,3.912,7.680717492811749,,6.912645743530574,8.448789242092925,436,436,3
3,41,4.164,8.093643218673503,,7.2842788968061525,8.903007540540854,436,436,3
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,436,436,3
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,436,436,3
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,436,436,3
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,436,436,3
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,436,436,3
4,48,3.559,6.987584465132576,7.863762306232332,6.288826018619318,7.686342911645834,475,475,0
