mzi,port,voltage,expected_mA,actual_mA,lower_mA,upper_mA,local_sample_row,sample_index,iteration
3,41,4.164,8.093643218673503,,7.284278896806152,8.903007540540854,481,481,1
4,48,3.895,7.64727212466743,,6.882544912200688,8.411999337134173,481,481,1
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,481,481,1
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,481,481,1
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,481,481,1
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,481,481,1
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,485,485,2
2,45,4.261,8.36593487650073,,7.529341388850658,9.202528364150805,485,485,2
3,41,3.749,7.28700010249927,,6.558300092249343,8.015700112749197,485,485,2
4,48,4.23,8.304996428072716,,7.474496785265444,9.135496070879988,485,485,2
5,44,3.977,7.688507837493675,,6.919657053744308,8.457358621243042,485,485,2
6,46,4.329,8.428640695949365,,7.585776626354429,9.271504765544302,485,485,2
7,42,3.995,7.8306379376366815,,7.047574143873013,8.613701731400349,485,485,2
8,49,4.294,8.343622807807465,,7.5092605270267185,9.177985088588212,485,485,2
1,43,4.318,8.477847171257958,,7.630062454132162,9.325631888383754,497,497,4
