sample_index,feature_csv_0,feature_csv_1,feature_csv_2,feature_csv_3,feature_csv_4,feature_csv_5,feature_csv_6,feature_csv_7,measured_output_power_0,measured_output_power_1,measured_output_power_2,measured_output_power_3,measured_output_power_4,measured_output_power_5,measured_output_power_6,measured_output_power_7,expected_output_power_from_csv_0,expected_output_power_from_csv_1,expected_output_power_from_csv_2,expected_output_power_from_csv_3,expected_output_power_from_csv_4,expected_output_power_from_csv_5,expected_output_power_from_csv_6,expected_output_power_from_csv_7,estimated_feature_diag_0,feature_error_diag_0,estimated_feature_diag_1,feature_error_diag_1,estimated_feature_diag_2,feature_error_diag_2,estimated_feature_diag_3,feature_error_diag_3,estimated_feature_diag_4,feature_error_diag_4,estimated_feature_diag_5,feature_error_diag_5,estimated_feature_diag_6,feature_error_diag_6,estimated_feature_diag_7,feature_error_diag_7,estimated_feature_lstsq_0,feature_error_lstsq_0,estimated_feature_lstsq_1,feature_error_lstsq_1,estimated_feature_lstsq_2,feature_error_lstsq_2,estimated_feature_lstsq_3,feature_error_lstsq_3,estimated_feature_lstsq_4,feature_error_lstsq_4,estimated_feature_lstsq_5,feature_error_lstsq_5,estimated_feature_lstsq_6,feature_error_lstsq_6,estimated_feature_lstsq_7,feature_error_lstsq_7,fitted_output_power_lstsq_0,fitted_output_power_lstsq_1,fitted_output_power_lstsq_2,fitted_output_power_lstsq_3,fitted_output_power_lstsq_4,fitted_output_power_lstsq_5,fitted_output_power_lstsq_6,fitted_output_power_lstsq_7,feature_mae_diag,feature_max_abs_error_diag,feature_mae_lstsq,feature_max_abs_error_lstsq,output_power_mae_vs_csv_expected,output_power_max_abs_error_vs_csv_expected
96,0.0,0.7019607843137254,0.0,0.0,0.0,0.0,0.0,0.0,4.569063e-06,7.586283e-05,2.012251e-06,1.392528e-07,1.176801e-07,6.236799e-07,7.135105e-07,8.191406e-07,0.0,8.423529411764705e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.038075525,0.038075525,0.6321902500000001,-0.06977053431372537,0.016768758333333335,0.016768758333333335,0.00116044,0.00116044,0.0009806675000000001,0.0009806675000000001,0.0051973325,0.0051973325,0.005945920833333334,0.005945920833333334,0.006826171666666668,0.006826171666666668,0.038075525,0.038075525,0.6321902500000001,-0.06977053431372537,0.016768758333333335,0.016768758333333335,0.00116044,0.00116044,0.0009806675000000001,0.0009806675000000001,0.0051973325,0.0051973325,0.005945920833333334,0.005945920833333334,0.006826171666666667,0.006826171666666667,4.569063e-06,7.586283e-05,2.012251e-06,1.392528e-07,1.1768010000000001e-07,6.236799e-07,7.135105e-07,8.191405999999999e-07,0.01809066876838234,0.06977053431372537,0.01809066876838234,0.06977053431372537,2.1708802522058804e-06,8.372464117647045e-06
97,0.0,0.0,0.0,0.0980392156862744,0.0,0.0,0.0,0.0,2.350149e-07,7.492233e-07,3.762773e-07,9.540861e-06,3.742408e-07,5.510747e-07,7.237834e-07,7.656599e-07,0.0,0.0,0.0,1.1764705882352927e-05,0.0,0.0,0.0,0.0,0.0019584575,0.0019584575,0.0062435275,0.0062435275,0.003135644166666667,0.003135644166666667,0.07950717500000001,-0.018532040686274384,0.0031186733333333333,0.0031186733333333333,0.004592289166666668,0.004592289166666668,0.006031528333333334,0.006031528333333334,0.006380499166666668,0.006380499166666668,0.0019584575,0.0019584575,0.0062435275,0.0062435275,0.0031356441666666665,0.0031356441666666665,0.07950717500000001,-0.018532040686274384,0.0031186733333333333,0.0031186733333333333,0.004592289166666667,0.004592289166666667,0.006031528333333334,0.006031528333333334,0.006380499166666668,0.006380499166666668,2.3501489999999997e-07,7.492233e-07,3.762772999999999e-07,9.540861e-06,3.742408e-07,5.510746999999999e-07,7.237834e-07,7.656599e-07,0.0062490824816176325,0.018532040686274384,0.0062490824816176325,0.018532040686274384,7.498898977941157e-07,2.223844882352926e-06
98,0.0,0.0,0.6980392156862745,0.0,0.0,0.0,0.0,0.0,3.184355e-07,6.492321e-07,7.412682e-05,7.229997e-06,3.520446e-07,5.533558e-07,8.134786e-07,7.267722e-07,0.0,0.0,8.376470588235293e-05,0.0,0.0,0.0,0.0,0.0,0.0026536291666666672,0.0026536291666666672,0.0054102675000000005,0.0054102675000000005,0.6177235000000001,-0.08031571568627438,0.06024997500000001,0.06024997500000001,0.002933705,0.002933705,0.004611298333333334,0.004611298333333334,0.006778988333333334,0.006778988333333334,0.006056435000000001,0.006056435000000001,0.002653629166666667,0.002653629166666667,0.0054102675000000005,0.0054102675000000005,0.6177235000000001,-0.08031571568627438,0.060249975000000004,0.060249975000000004,0.002933705,0.002933705,0.004611298333333334,0.004611298333333334,0.006778988333333334,0.006778988333333334,0.006056435000000001,0.006056435000000001,3.1843549999999997e-07,6.492321e-07,7.412682e-05,7.2299969999999995e-06,3.520446e-07,5.533558e-07,8.134786e-07,7.267722e-07,0.021126251752450968,0.08031571568627438,0.021126251752450968,0.08031571568627438,2.5351502102941156e-06,9.637885882352924e-06
99,0.0,0.0,0.0,0.0,0.0941176470588235,0.0,0.0,0.0,2.616948e-07,6.797341e-07,1.381658e-06,2.513601e-07,8.230305e-06,7.090915e-07,7.601785e-07,7.301178e-07,0.0,0.0,0.0,0.0,1.129411764705882e-05,0.0,0.0,0.0,0.00218079,0.00218079,0.0056644508333333335,0.0056644508333333335,0.011513816666666668,0.011513816666666668,0.0020946675,0.0020946675,0.068585875,-0.025531772058823496,0.005909095833333333,0.005909095833333333,0.0063348208333333334,0.0063348208333333334,0.006084315000000001,0.006084315000000001,0.00218079,0.00218079,0.0056644508333333335,0.0056644508333333335,0.011513816666666668,0.011513816666666668,0.0020946675,0.0020946675,0.068585875,-0.025531772058823496,0.005909095833333333,0.005909095833333333,0.0063348208333333334,0.0063348208333333334,0.006084315000000001,0.006084315000000001,2.616948e-07,6.797341e-07,1.381658e-06,2.513601e-07,8.230305e-06,7.090915e-07,7.601785e-07,7.301178e-07,0.00816421609068627,0.025531772058823496,0.008164216090686271,0.025531772058823496,9.797059308823524e-07,3.0638126470588197e-06
100,0.0,0.6980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,4.529405e-06,7.513443e-05,2.009608e-06,1.381982e-07,1.1693e-07,6.26523e-07,7.15082e-07,8.196251e-07,0.0,8.376470588235293e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.037745041666666666,0.037745041666666666,0.6261202500000002,-0.07191896568627432,0.016746733333333336,0.016746733333333336,0.0011516516666666666,0.0011516516666666666,0.0009744166666666667,0.0009744166666666667,0.005221025,0.005221025,0.005959016666666667,0.005959016666666667,0.006830209166666667,0.006830209166666667,0.037745041666666666,0.037745041666666666,0.62612025,-0.07191896568627443,0.016746733333333333,0.016746733333333333,0.0011516516666666666,0.0011516516666666666,0.0009744166666666667,0.0009744166666666667,0.005221025,0.005221025,0.0059590166666666665,0.0059590166666666665,0.006830209166666667,0.006830209166666667,4.529405e-06,7.513442999999999e-05,2.0096079999999996e-06,1.381982e-07,1.1693e-07,6.26523e-07,7.150819999999999e-07,8.196251e-07,0.018318382481617622,0.07191896568627432,0.01831838248161764,0.07191896568627443,2.1982058977941155e-06,8.630275882352923e-06
101,0.0,0.0,0.7098039215686274,0.0,0.0,0.0,0.0,0.0,3.190287e-07,6.455019e-07,7.55966e-05,7.357283e-06,3.541457e-07,5.533349e-07,8.138694e-07,7.268107e-07,0.0,0.0,8.517647058823528e-05,0.0,0.0,0.0,0.0,0.0,0.0026585725000000003,0.0026585725000000003,0.0053791825,0.0053791825,0.6299716666666667,-0.07983225490196066,0.061310691666666674,0.061310691666666674,0.0029512141666666668,0.0029512141666666668,0.004611124166666668,0.004611124166666668,0.006782245000000001,0.006782245000000001,0.006056755833333334,0.006056755833333334,0.0026585725000000003,0.0026585725000000003,0.0053791825,0.0053791825,0.6299716666666667,-0.07983225490196066,0.061310691666666674,0.061310691666666674,0.0029512141666666668,0.0029512141666666668,0.004611124166666667,0.004611124166666667,0.006782245000000001,0.006782245000000001,0.006056755833333334,0.006056755833333334,3.190287e-07,6.455019e-07,7.55966e-05,7.357283e-06,3.541457e-07,5.533348999999999e-07,8.138694e-07,7.268107e-07,0.02119775509191175,0.07983225490196066,0.02119775509191175,0.07983225490196066,2.543730611029409e-06,9.579870588235275e-06
102,0.0,0.0,0.0,0.0941176470588235,0.0,0.0,0.0,0.0,2.360849e-07,7.450382e-07,4.222234e-07,7.712594e-06,3.41064e-07,5.524669e-07,7.243444e-07,7.658949e-07,0.0,0.0,0.0,1.129411764705882e-05,0.0,0.0,0.0,0.0,0.0019673741666666666,0.0019673741666666666,0.006208651666666668,0.006208651666666668,0.0035185283333333335,0.0035185283333333335,0.06427161666666667,-0.02984603039215683,0.0028422000000000005,0.0028422000000000005,0.004603890833333334,0.004603890833333334,0.0060362033333333336,0.0060362033333333336,0.0063824575,0.0063824575,0.0019673741666666666,0.0019673741666666666,0.006208651666666667,0.006208651666666667,0.0035185283333333335,0.0035185283333333335,0.06427161666666667,-0.02984603039215683,0.0028422000000000005,0.0028422000000000005,0.004603890833333334,0.004603890833333334,0.0060362033333333336,0.0060362033333333336,0.0063824575,0.0063824575,2.3608489999999997e-07,7.450381999999999e-07,4.222234e-07,7.712594e-06,3.41064e-07,5.524669e-07,7.243444e-07,7.658949e-07,0.007675667028186272,0.02984603039215683,0.007675667028186271,0.02984603039215683,9.210800433823526e-07,3.58152364705882e-06
103,0.0,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,2.558552e-07,6.806555e-07,1.364367e-06,2.093512e-07,5.242377e-06,6.827933e-07,7.53922e-07,7.323021e-07,0.0,0.0,0.0,0.0,7.999999999999991e-06,0.0,0.0,0.0,0.002132126666666667,0.002132126666666667,0.005672129166666667,0.005672129166666667,0.011369725,0.011369725,0.0017445933333333334,0.0017445933333333334,0.04368647500000001,-0.022980191666666587,0.005689944166666667,0.005689944166666667,0.006282683333333334,0.006282683333333334,0.0061025175,0.0061025175,0.002132126666666667,0.002132126666666667,0.005672129166666667,0.005672129166666667,0.011369725,0.011369725,0.0017445933333333334,0.0017445933333333334,0.04368647500000001,-0.022980191666666587,0.005689944166666667,0.005689944166666667,0.006282683333333334,0.006282683333333334,0.0061025175,0.0061025175,2.558552e-07,6.806555e-07,1.364367e-06,2.093512e-07,5.242377e-06,6.827933e-07,7.53922e-07,7.323021e-07,0.007746738854166657,0.022980191666666587,0.007746738854166657,0.022980191666666587,9.296086624999988e-07,2.7576229999999908e-06
104,0.0,0.7098039215686274,0.0,0.0,0.0,0.0,0.0,0.0,4.641191e-06,7.68511e-05,2.024612e-06,1.403047e-07,1.165469e-07,6.261446e-07,7.1454e-07,8.197357e-07,0.0,8.517647058823528e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.03867659166666667,0.03867659166666667,0.6404258333333334,-0.06937808823529401,0.01687176666666667,0.01687176666666667,0.0011692058333333335,0.0011692058333333335,0.0009712241666666667,0.0009712241666666667,0.005217871666666667,0.005217871666666667,0.005954500000000001,0.005954500000000001,0.006831130833333334,0.006831130833333334,0.03867659166666667,0.03867659166666667,0.6404258333333334,-0.06937808823529401,0.016871766666666666,0.016871766666666666,0.0011692058333333335,0.0011692058333333335,0.0009712241666666667,0.0009712241666666667,0.005217871666666667,0.005217871666666667,0.005954500000000001,0.005954500000000001,0.006831130833333333,0.006831130833333333,4.641191e-06,7.68511e-05,2.024612e-06,1.403047e-07,1.165469e-07,6.261446e-07,7.1454e-07,8.197356999999999e-07,0.01813379738357842,0.06937808823529401,0.018133797383578423,0.06937808823529401,2.1760556860294105e-06,8.325370588235282e-06
105,0.0,0.0,0.945098039215686,0.0,0.0,0.0,0.0,0.0,3.289877e-07,6.498143e-07,0.0001024008,9.237033e-06,4.20302e-07,5.500237e-07,8.300633e-07,7.24209e-07,0.0,0.0,0.00011341176470588232,0.0,0.0,0.0,0.0,0.0,0.0027415641666666667,0.0027415641666666667,0.005415119166666667,0.005415119166666667,0.8533400000000001,-0.09175803921568593,0.07697527500000001,0.07697527500000001,0.003502516666666667,0.003502516666666667,0.004583530833333334,0.004583530833333334,0.006917194166666667,0.006917194166666667,0.006035075000000001,0.006035075000000001,0.0027415641666666667,0.0027415641666666667,0.005415119166666667,0.005415119166666667,0.85334,-0.09175803921568604,0.07697527500000001,0.07697527500000001,0.0035025166666666665,0.0035025166666666665,0.0045835308333333335,0.0045835308333333335,0.006917194166666667,0.006917194166666667,0.006035075000000001,0.006035075000000001,3.289877e-07,6.498143e-07,0.00010240079999999998,9.237033e-06,4.20302e-07,5.500236999999999e-07,8.300633e-07,7.24209e-07,0.024741039276960742,0.09175803921568593,0.024741039276960756,0.09175803921568604,2.9689247132352903e-06,1.1010964705882321e-05
106,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,2.366992e-07,7.229366e-07,6.290597e-07,3.014879e-06,2.474492e-07,5.55319e-07,7.238054e-07,7.577381e-07,0.0,0.0,0.0,7.999999999999991e-06,0.0,0.0,0.0,0.0,0.0019724933333333337,0.0019724933333333337,0.006024471666666667,0.006024471666666667,0.005242164166666667,0.005242164166666667,0.02512399166666667,-0.041542674999999925,0.002062076666666667,0.002062076666666667,0.004627658333333334,0.004627658333333334,0.006031711666666667,0.006031711666666667,0.006314484166666667,0.006314484166666667,0.0019724933333333337,0.0019724933333333337,0.006024471666666667,0.006024471666666667,0.005242164166666667,0.005242164166666667,0.02512399166666667,-0.041542674999999925,0.002062076666666667,0.002062076666666667,0.004627658333333334,0.004627658333333334,0.006031711666666667,0.006031711666666667,0.006314484166666667,0.006314484166666667,2.3669920000000003e-07,7.229366e-07,6.290597e-07,3.014879e-06,2.474492e-07,5.55319e-07,7.238054e-07,7.577381e-07,0.00922721687499999,0.041542674999999925,0.00922721687499999,0.041542674999999925,1.107266024999999e-06,4.985120999999991e-06
107,0.0,0.0,0.0,0.0,0.6078431372549019,0.0,0.0,0.0,3.055e-07,6.78474e-07,1.521711e-06,1.070578e-06,6.805017e-05,9.144928e-07,8.571053e-07,7.176918e-07,0.0,0.0,0.0,0.0,7.294117647058823e-05,0.0,0.0,0.0,0.0025458333333333335,0.0025458333333333335,0.0056539500000000005,0.0056539500000000005,0.012680925000000001,0.012680925000000001,0.008921483333333334,0.008921483333333334,0.56708475,-0.040758387254901884,0.007620773333333334,0.007620773333333334,0.007142544166666667,0.007142544166666667,0.005980765000000001,0.005980765000000001,0.002545833333333333,0.002545833333333333,0.0056539500000000005,0.0056539500000000005,0.012680925000000001,0.012680925000000001,0.008921483333333334,0.008921483333333334,0.56708475,-0.040758387254901884,0.007620773333333334,0.007620773333333334,0.007142544166666667,0.007142544166666667,0.005980765000000001,0.005980765000000001,3.054999999999999e-07,6.78474e-07,1.521711e-06,1.070578e-06,6.805017e-05,9.144928e-07,8.571053e-07,7.176918e-07,0.01141308267769607,0.040758387254901884,0.01141308267769607,0.040758387254901884,1.3695699213235287e-06,4.89100647058823e-06
108,0.0,0.945098039215686,0.0,0.0,0.0,0.0,0.0,0.0,6.13347e-06,0.000104371,2.193398e-06,1.386711e-07,1.157468e-07,6.401306e-07,7.150712e-07,8.337529e-07,0.0,0.00011341176470588232,0.0,0.0,0.0,0.0,0.0,0.0,0.051112250000000005,0.051112250000000005,0.8697583333333334,-0.07533970588235261,0.01827831666666667,0.01827831666666667,0.0011555925000000002,0.0011555925000000002,0.0009645566666666667,0.0009645566666666667,0.005334421666666667,0.005334421666666667,0.005958926666666667,0.005958926666666667,0.006947940833333334,0.006947940833333334,0.051112250000000005,0.051112250000000005,0.8697583333333333,-0.07533970588235273,0.01827831666666667,0.01827831666666667,0.0011555925000000002,0.0011555925000000002,0.0009645566666666667,0.0009645566666666667,0.005334421666666667,0.005334421666666667,0.005958926666666667,0.005958926666666667,0.0069479408333333334,0.0069479408333333334,6.13347e-06,0.00010437099999999998,2.193398e-06,1.386711e-07,1.157468e-07,6.401306e-07,7.150712e-07,8.337528999999999e-07,0.02063646386029408,0.07533970588235261,0.02063646386029409,0.07533970588235273,2.4763756632352905e-06,9.040764705882325e-06
109,0.0,0.0,0.0,0.6078431372549019,0.0,0.0,0.0,0.0,2.305005e-07,8.649983e-07,8.662426e-07,6.770837e-05,1.190466e-06,5.596711e-07,7.277791e-07,8.205727e-07,0.0,0.0,0.0,7.294117647058823e-05,0.0,0.0,0.0,0.0,0.0019208375,0.0019208375,0.007208319166666667,0.007208319166666667,0.007218688333333334,0.007218688333333334,0.5642364166666667,-0.043606720588235226,0.00992055,0.00992055,0.004663925833333334,0.004663925833333334,0.006064825833333334,0.006064825833333334,0.0068381058333333335,0.0068381058333333335,0.0019208375,0.0019208375,0.007208319166666667,0.007208319166666667,0.007218688333333334,0.007218688333333334,0.5642364166666667,-0.043606720588235226,0.00992055,0.00992055,0.004663925833333334,0.004663925833333334,0.006064825833333334,0.006064825833333334,0.0068381058333333335,0.0068381058333333335,2.305005e-07,8.649983e-07,8.662426e-07,6.770837e-05,1.190466e-06,5.596711e-07,7.277791e-07,8.205727e-07,0.010930246636029404,0.043606720588235226,0.010930246636029402,0.043606720588235226,1.3116295963235292e-06,5.232806470588234e-06
110,0.0,0.0,0.0,0.0,0.984313725490196,0.0,0.0,0.0,3.298591e-07,6.76397e-07,1.57759e-06,1.687984e-06,0.0001127399,9.759729e-07,9.111393e-07,7.108167e-07,0.0,0.0,0.0,0.0,0.00011811764705882351,0.0,0.0,0.0,0.002748825833333333,0.002748825833333333,0.005636641666666668,0.005636641666666668,0.013146583333333335,0.013146583333333335,0.014066533333333334,0.014066533333333334,0.9394991666666668,-0.04481455882352925,0.0081331075,0.0081331075,0.0075928275000000005,0.0075928275000000005,0.0059234725,0.0059234725,0.002748825833333333,0.002748825833333333,0.005636641666666668,0.005636641666666668,0.013146583333333335,0.013146583333333335,0.014066533333333334,0.014066533333333334,0.9394991666666668,-0.04481455882352925,0.0081331075,0.0081331075,0.0075928275000000005,0.0075928275000000005,0.0059234725,0.0059234725,3.298591e-07,6.76397e-07,1.57759e-06,1.687984e-06,0.0001127399,9.759729e-07,9.111393e-07,7.108167e-07,0.01275781881127449,0.04481455882352925,0.01275781881127449,0.04481455882352925,1.5309382573529385e-06,5.377747058823507e-06
111,0.0,0.0,0.8156862745098039,0.0,0.0,0.0,0.0,0.0,3.2037e-07,6.42574e-07,8.750444e-05,8.213872e-06,3.830782e-07,5.496771e-07,8.2219e-07,7.208545e-07,0.0,0.0,9.788235294117646e-05,0.0,0.0,0.0,0.0,0.0,0.0026697500000000002,0.0026697500000000002,0.005354783333333334,0.005354783333333334,0.7292036666666667,-0.08648260784313722,0.06844893333333334,0.06844893333333334,0.0031923183333333336,0.0031923183333333336,0.004580642500000001,0.004580642500000001,0.006851583333333334,0.006851583333333334,0.006007120833333333,0.006007120833333333,0.0026697500000000002,0.0026697500000000002,0.005354783333333334,0.005354783333333334,0.7292036666666667,-0.08648260784313722,0.06844893333333334,0.06844893333333334,0.0031923183333333336,0.0031923183333333336,0.004580642500000001,0.004580642500000001,0.006851583333333334,0.006851583333333334,0.006007120833333333,0.006007120833333333,3.2037e-07,6.42574e-07,8.750444e-05,8.213872e-06,3.830782e-07,5.496771e-07,8.2219e-07,7.208545e-07,0.022948467438725487,0.08648260784313722,0.022948467438725483,0.08648260784313722,2.7538160926470575e-06,1.0377912941176459e-05
112,0.0,0.0,0.0,0.984313725490196,0.0,0.0,0.0,0.0,2.285403e-07,9.223745e-07,1.926858e-06,0.0001109615,1.723611e-06,5.766535e-07,7.283923e-07,8.471388e-07,0.0,0.0,0.0,0.00011811764705882351,0.0,0.0,0.0,0.0,0.0019045025000000001,0.0019045025000000001,0.007686454166666667,0.007686454166666667,0.01605715,0.01605715,0.9246791666666668,-0.05963455882352919,0.014363425,0.014363425,0.004805445833333334,0.004805445833333334,0.006069935833333334,0.006069935833333334,0.007059490000000001,0.007059490000000001,0.0019045025000000001,0.0019045025000000001,0.007686454166666667,0.007686454166666667,0.01605715,0.01605715,0.9246791666666667,-0.059634558823529304,0.014363425,0.014363425,0.004805445833333334,0.004805445833333334,0.006069935833333334,0.006069935833333334,0.007059490000000001,0.007059490000000001,2.285403e-07,9.223745e-07,1.926858e-06,0.00011096149999999999,1.723611e-06,5.766535e-07,7.283923e-07,8.471388e-07,0.014697620269607815,0.05963455882352919,0.01469762026960783,0.059634558823529304,1.763714432352938e-06,7.1561470588235034e-06
113,0.0,0.8156862745098039,0.0,0.0,0.0,0.0,0.0,0.0,5.347053e-06,8.94271e-05,2.108853e-06,1.401092e-07,1.165464e-07,6.274738e-07,7.139662e-07,8.23707e-07,0.0,9.788235294117646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.044558775,0.044558775,0.7452258333333335,-0.07046044117647043,0.017573775000000003,0.017573775000000003,0.0011675766666666668,0.0011675766666666668,0.0009712200000000001,0.0009712200000000001,0.005228948333333334,0.005228948333333334,0.005949718333333334,0.005949718333333334,0.006864225000000001,0.006864225000000001,0.044558775,0.044558775,0.7452258333333334,-0.07046044117647055,0.017573775,0.017573775,0.0011675766666666668,0.0011675766666666668,0.0009712200000000001,0.0009712200000000001,0.005228948333333334,0.005228948333333334,0.005949718333333334,0.005949718333333334,0.006864225000000001,0.006864225000000001,5.347053e-06,8.942709999999999e-05,2.1088529999999996e-06,1.401092e-07,1.165464e-07,6.274738e-07,7.139662e-07,8.23707e-07,0.019096834938725472,0.07046044117647043,0.019096834938725486,0.07046044117647055,2.2916201926470567e-06,8.455252941176454e-06
114,0.0,0.0,0.6823529411764705,0.0,0.0,0.0,0.0,0.0,3.148817e-07,6.433571e-07,7.209142e-05,7.114164e-06,3.439998e-07,5.484585e-07,8.123554e-07,7.227825e-07,0.0,0.0,8.188235294117645e-05,0.0,0.0,0.0,0.0,0.0,0.002624014166666667,0.002624014166666667,0.005361309166666667,0.005361309166666667,0.6007618333333334,-0.08159110784313706,0.05928470000000001,0.05928470000000001,0.0028666650000000004,0.0028666650000000004,0.0045704875,0.0045704875,0.006769628333333335,0.006769628333333335,0.006023187500000001,0.006023187500000001,0.002624014166666667,0.002624014166666667,0.0053613091666666664,0.0053613091666666664,0.6007618333333333,-0.08159110784313717,0.05928470000000001,0.05928470000000001,0.0028666650000000004,0.0028666650000000004,0.0045704875,0.0045704875,0.006769628333333334,0.006769628333333334,0.006023187500000001,0.006023187500000001,3.148817e-07,6.433570999999999e-07,7.209141999999999e-05,7.114164e-06,3.439998e-07,5.484585e-07,8.123553999999999e-07,7.227825e-07,0.021136387438725465,0.08159110784313706,0.02113638743872548,0.08159110784313717,2.536366492647056e-06,9.790932941176447e-06
115,0.0,0.0,0.0,0.0,0.0549019607843137,0.0,0.0,0.0,2.527382e-07,6.780782e-07,1.362615e-06,1.918209e-07,4.059776e-06,6.654287e-07,7.504997e-07,7.278486e-07,0.0,0.0,0.0,0.0,6.588235294117643e-06,0.0,0.0,0.0,0.002106151666666667,0.002106151666666667,0.005650651666666668,0.005650651666666668,0.011355125000000002,0.011355125000000002,0.0015985075,0.0015985075,0.03383146666666667,-0.021070494117647026,0.005545239166666668,0.005545239166666668,0.006254164166666668,0.006254164166666668,0.006065405000000001,0.006065405000000001,0.002106151666666667,0.002106151666666667,0.005650651666666668,0.005650651666666668,0.011355125000000002,0.011355125000000002,0.0015985075,0.0015985075,0.03383146666666667,-0.021070494117647026,0.005545239166666668,0.005545239166666668,0.006254164166666667,0.006254164166666667,0.006065405000000001,0.006065405000000001,2.527382e-07,6.780782e-07,1.362615e-06,1.918209e-07,4.059776e-06,6.654287e-07,7.504997e-07,7.278486e-07,0.007455717285539213,0.021070494117647026,0.007455717285539212,0.021070494117647026,8.946860742647054e-07,2.528459294117643e-06
116,0.0,0.6823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,4.462062e-06,7.356168e-05,2.010931e-06,1.394534e-07,1.180182e-07,6.191627e-07,7.17351e-07,8.151322e-07,0.0,8.188235294117645e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.037183850000000004,0.037183850000000004,0.6130140000000001,-0.06933894117647044,0.016757758333333334,0.016757758333333334,0.0011621116666666667,0.0011621116666666667,0.000983485,0.000983485,0.005159689166666668,0.005159689166666668,0.005977925000000001,0.005977925000000001,0.006792768333333333,0.006792768333333333,0.037183850000000004,0.037183850000000004,0.6130140000000001,-0.06933894117647044,0.016757758333333334,0.016757758333333334,0.0011621116666666667,0.0011621116666666667,0.000983485,0.000983485,0.005159689166666668,0.005159689166666668,0.005977925,0.005977925,0.006792768333333333,0.006792768333333333,4.462062e-06,7.356168e-05,2.010931e-06,1.394534e-07,1.180182e-07,6.191627e-07,7.173509999999999e-07,8.151322e-07,0.017919566084558806,0.06933894117647044,0.017919566084558806,0.06933894117647044,2.1503479301470555e-06,8.320672941176444e-06
117,0.0,0.0,0.0,0.0549019607843137,0.0,0.0,0.0,0.0,2.357296e-07,6.951468e-07,9.5116e-07,3.67316e-07,1.687428e-07,5.537901e-07,7.237849e-07,7.455742e-07,0.0,0.0,0.0,6.588235294117643e-06,0.0,0.0,0.0,0.0,0.0019644133333333335,0.0019644133333333335,0.00579289,0.00579289,0.007926333333333334,0.007926333333333334,0.003060966666666667,-0.05184099411764703,0.00140619,0.00140619,0.0046149175,0.0046149175,0.006031540833333334,0.006031540833333334,0.006213118333333334,0.006213118333333334,0.0019644133333333335,0.0019644133333333335,0.00579289,0.00579289,0.007926333333333334,0.007926333333333334,0.003060966666666667,-0.05184099411764703,0.00140619,0.00140619,0.0046149175,0.0046149175,0.006031540833333334,0.006031540833333334,0.006213118333333334,0.006213118333333334,2.357296e-07,6.951468e-07,9.5116e-07,3.67316e-07,1.687428e-07,5.537901e-07,7.237849e-07,7.455742e-07,0.010723799681372546,0.05184099411764703,0.010723799681372546,0.05184099411764703,1.2868559617647053e-06,6.220919294117643e-06
118,0.0,0.0,0.6901960784313725,0.0,0.0,0.0,0.0,0.0,3.171191e-07,6.396833e-07,7.307684e-05,7.191087e-06,3.46413e-07,5.489857e-07,8.141326e-07,7.258079e-07,0.0,0.0,8.28235294117647e-05,0.0,0.0,0.0,0.0,0.0,0.002642659166666667,0.002642659166666667,0.005330694166666667,0.005330694166666667,0.6089736666666666,-0.0812224117647059,0.059925725000000006,0.059925725000000006,0.0028867750000000003,0.0028867750000000003,0.004574880833333334,0.004574880833333334,0.006784438333333333,0.006784438333333333,0.006048399166666667,0.006048399166666667,0.002642659166666667,0.002642659166666667,0.005330694166666667,0.005330694166666667,0.6089736666666666,-0.0812224117647059,0.059925725000000006,0.059925725000000006,0.0028867750000000003,0.0028867750000000003,0.004574880833333334,0.004574880833333334,0.006784438333333333,0.006784438333333333,0.006048399166666667,0.006048399166666667,3.171191e-07,6.396833e-07,7.307684e-05,7.191087e-06,3.46413e-07,5.489857e-07,8.141326e-07,7.258079e-07,0.02117699792892157,0.0812224117647059,0.02117699792892157,0.0812224117647059,2.5412397514705884e-06,9.746689411764707e-06
