theta,error_rad
theta5u,0.1456937587563818
theta5d,0.34586531691263334
theta6u,0.8165134850181177
theta6d,-0.3983241594377649
theta7u,0.28860608634017026
theta7d,-0.21321494833141807
theta8u,2.916893666895543
theta8d,-1.12216673831646
