v,pow(W),current(mA)
0.000000000000,0.000100306700,-0.002202586437
0.100000000000,0.000100635200,0.197588820190
0.200000000000,0.000101186800,0.394415549595
0.300000000000,0.000102271000,0.594078192958
0.400000000000,0.000103811000,0.793740836321
0.500000000000,0.000105953800,0.993403479684
0.600000000000,0.000108131800,1.193066123048
0.700000000000,0.000110252400,1.389455608323
0.800000000000,0.000113176400,1.589118251686
0.900000000000,0.000116358700,1.788780895049
1.000000000000,0.000119483400,1.985170380325
1.100000000000,0.000122627900,2.181559865600
1.200000000000,0.000125544400,2.377949350875
1.300000000000,0.000128144300,2.577611994238
1.400000000000,0.000130724300,2.770728321426
1.500000000000,0.000132431400,2.967117806701
1.600000000000,0.000133440400,3.163507291977
1.700000000000,0.000133887000,3.356623619164
1.800000000000,0.000133077700,3.549739946351
1.900000000000,0.000130940100,3.742856273539
2.000000000000,0.000128044800,3.939245758814
2.100000000000,0.000123489100,4.129088927913
2.200000000000,0.000117245300,4.318932097013
2.300000000000,0.000109757000,4.512048424200
2.400000000000,0.000101013500,4.701891593300
2.500000000000,0.000090003770,4.888461604311
2.600000000000,0.000078648800,5.078304773411
2.700000000000,0.000065430460,5.264874784422
2.800000000000,0.000052116970,5.451444795434
2.900000000000,0.000038552930,5.638014806445
3.000000000000,0.000025994800,5.821311659369
3.100000000000,0.000015139620,6.007881670381
3.200000000000,0.000006735568,6.191178523304
3.300000000000,0.000001563317,6.371202218140
3.400000000000,0.000000126039,6.554499071064
3.500000000000,0.000002782778,6.734522765899
3.600000000000,0.000009729038,6.914546460735
3.700000000000,0.000020857130,7.091296997483
3.800000000000,0.000035895510,7.271320692318
3.900000000000,0.000054139560,7.448071229066
4.000000000000,0.000073717210,7.621548607726
4.100000000000,0.000092947970,7.798299144474
4.200000000000,0.000109775100,7.971776523134
4.300000000000,0.000118084100,8.138707585618
4.400000000000,0.000132325100,8.315458122366
4.500000000000,0.000136259600,8.488935501025
4.600000000000,0.000134352300,8.659139721597
4.700000000000,0.000126286000,8.826070784081
4.800000000000,0.000110553300,8.996275004653
4.900000000000,0.000088979010,9.163206067137
5.000000000000,0.000064339130,9.330137129621
