v,pow(W),current(mA)
0.000000000000,0.000087375020,-0.073735375014
0.100000000000,0.000087464400,0.125334141086
0.200000000000,0.000086884690,0.322406071660
0.300000000000,0.000086028130,0.522068715024
0.400000000000,0.000084695980,0.718458200299
0.500000000000,0.000082720740,0.918120843662
0.600000000000,0.000080371800,1.114510328937
0.700000000000,0.000077632710,1.314172972301
0.800000000000,0.000074379560,1.510562457576
0.900000000000,0.000070514990,1.706951942851
1.000000000000,0.000066207740,1.906614586215
1.100000000000,0.000061391410,2.103004071490
1.200000000000,0.000017401870,2.299393556765
1.300000000000,0.000050723720,2.492509883953
1.400000000000,0.000044676940,2.688899369228
1.500000000000,0.000038354810,2.885288854503
1.600000000000,0.000032044810,3.078405181691
1.700000000000,0.000025707990,3.274794666966
1.800000000000,0.000019662350,3.467910994153
1.900000000000,0.000013982190,3.661027321341
2.000000000000,0.000008959347,3.850870490440
2.100000000000,0.000004782458,4.043986817628
2.200000000000,0.000001809675,4.233829986727
2.300000000000,0.000000210489,4.423673155826
2.400000000000,0.000000299877,4.613516324926
2.500000000000,0.000002253282,4.800086335937
2.600000000000,0.000006321873,4.989929505037
2.700000000000,0.000012556440,5.176499516048
2.800000000000,0.000021043560,5.363069527060
2.900000000000,0.000031539560,5.546366379984
3.000000000000,0.000043989850,5.732936390995
3.100000000000,0.000057604330,5.916233243919
3.200000000000,0.000072044060,6.099530096842
3.300000000000,0.000084628120,6.282826949766
3.400000000000,0.000099544560,6.462850644602
3.500000000000,0.000110706400,6.642874339437
3.600000000000,0.000119033300,6.819624876185
3.700000000000,0.000123710200,6.999648571021
3.800000000000,0.000124236100,7.176399107769
3.900000000000,0.000120280900,7.356422802604
4.000000000000,0.000111797800,7.529900181264
4.100000000000,0.000099264240,7.703377559924
4.200000000000,0.000083598280,7.880128096672
4.300000000000,0.000065859900,8.050332317244
4.400000000000,0.000047479940,8.223809695904
4.500000000000,0.000030101500,8.394013916476
4.600000000000,0.000015413830,8.564218137048
4.700000000000,0.000004955989,8.734422357620
4.800000000000,0.000000179969,8.901353420104
4.900000000000,0.000002043222,9.068284482588
5.000000000000,0.000011094520,9.235215545072
