v,pow(W),current(mA)
0.000000000000,0.000129799800,-0.042759708768
0.100000000000,0.000129925100,0.156252384222
0.200000000000,0.000130495100,0.358410810627
0.300000000000,0.000131385500,0.558073453991
0.400000000000,0.000132806900,0.754462939266
0.500000000000,0.000134624100,0.954125582629
0.600000000000,0.000136900100,1.153788225992
0.700000000000,0.000139211200,1.350177711268
0.800000000000,0.000141937500,1.549840354631
0.900000000000,0.000144835000,1.746229839906
1.000000000000,0.000147686500,1.945892483270
1.100000000000,0.000150458100,2.142281968545
1.200000000000,0.000153092000,2.338671453820
1.300000000000,0.000155084200,2.535060939095
1.400000000000,0.000156534400,2.731450424371
1.500000000000,0.000157141100,2.927839909646
1.600000000000,0.000156783200,3.120956236834
1.700000000000,0.000155192500,3.317345722109
1.800000000000,0.000152331200,3.510462049296
1.900000000000,0.000148171100,3.703578376484
2.000000000000,0.000142387600,3.896694703671
2.100000000000,0.000134732900,4.086537872770
2.200000000000,0.000125522900,4.279654199958
2.300000000000,0.000115138800,4.469497369057
2.400000000000,0.000103313300,4.659340538157
2.500000000000,0.000090151410,4.849183707256
2.600000000000,0.000076102750,5.035753718268
2.700000000000,0.000061551090,5.222323729279
2.800000000000,0.000046961740,5.408893740291
2.900000000000,0.000033076390,5.595463751302
3.000000000000,0.000020671700,5.782033762314
3.100000000000,0.000010694360,5.965330615238
3.200000000000,0.000003880184,6.148627468161
3.300000000000,0.000000902746,6.331924321085
3.400000000000,0.000002148490,6.511948015921
3.500000000000,0.000007792331,6.691971710756
3.600000000000,0.000017818370,6.871995405592
3.700000000000,0.000032023210,7.052019100428
3.800000000000,0.000049836160,7.228769637176
3.900000000000,0.000070415260,7.405520173923
4.000000000000,0.000092189760,7.582270710671
4.100000000000,0.000113107300,7.755748089331
4.200000000000,0.000131309000,7.929225467991
4.300000000000,0.000144360200,8.102702846651
4.400000000000,0.000151309800,8.276180225310
4.500000000000,0.000151777900,8.446384445882
4.600000000000,0.000145830600,8.616588666454
4.700000000000,0.000133222600,8.786792887026
4.800000000000,0.000113884700,8.956997107598
4.900000000000,0.000089803450,9.123928170082
5.000000000000,0.000063122720,9.290859232566
