input_channel,expected_output_channel,argmax_output_channel,diagonal_normalized_power,raw_total_power,identity_route_ok
1,1,1,0.9794604153236557,0.00016371381374,True
2,2,2,0.9720541998218748,0.00016555270275,True
3,3,3,0.6914709912025315,0.00015563227,True
4,4,4,0.7238999799496754,0.0001714605656,True
5,5,5,0.9575053906428301,0.0001379142105,True
6,6,6,0.9672110439718091,0.0001362936257,True
7,7,7,0.9727173736507992,0.00010179096486000002,True
8,8,8,0.9774934561150962,9.0372339014e-05,True
